Name	known	gene_id	n_ss	rank	rt_gene	annot_transcript_id_x	transcript_novelty	gene_novelty	n_genes	gene_ids	n_genes_no_rt	gene_ids_no_rt	gid	annot_transcript_id_y
TALONT003471763	True	ENSG00000183542	6	2	False	TALONT003471763	NNC	Known	2	ENSG00000255819,ENSG00000183542	1.0	ENSG00000183542	ENSG00000255819	TALONT003471763
TALONT000691564	True	ENSG00000091009	6	2	False	TALONT000691564	ISM	Known	2	ENSG00000275740,ENSG00000091009	1.0	ENSG00000091009	ENSG00000275740	TALONT000691564
TALONT001107701	True	ENSG00000149300	6	2	False	TALONT001107701	NNC	Known	2	ENSG00000254445,ENSG00000149300	1.0	ENSG00000149300	ENSG00000254445	TALONT001107701
TALONT000792848	True	ENSG00000164008	6	1	False	TALONT000792848	NIC	Known	2	ENSG00000164008,ENSG00000283580	1.0	ENSG00000164008	ENSG00000283580	TALONT000792848
TALONT001118744	True	ENSG00000285441	6	1	False	TALONT001118744	ISM	Known	2	ENSG00000285441,ENSG00000112096	1.0	ENSG00000285441	ENSG00000112096	TALONT001118744
TALONT001118835	True	ENSG00000285441	6	2	False	TALONT001118835	NIC	Known	2	ENSG00000112096,ENSG00000285441	1.0	ENSG00000285441	ENSG00000112096	TALONT001118835
TALONT001118871	True	ENSG00000285441	6	2	False	TALONT001118871	NNC	Known	2	ENSG00000112096,ENSG00000285441	1.0	ENSG00000285441	ENSG00000112096	TALONT001118871
TALONT000874657	True	ENSG00000136450	6	1	False	TALONT000874657	NIC	Known	2	ENSG00000136450,ENSG00000266086	1.0	ENSG00000136450	ENSG00000266086	TALONT000874657
TALONT000926314	True	ENSG00000214176	6	1	False	TALONT000926314	ISM	Known	2	ENSG00000214176,ENSG00000215769	1.0	ENSG00000214176	ENSG00000215769	TALONT000926314
TALONT000909203	True	ENSG00000167985	6	1	False	TALONT000909203	NIC	Known	2	ENSG00000167985,ENSG00000256591	1.0	ENSG00000167985	ENSG00000256591	TALONT000909203
TALONT000242447	True	ENSG00000242715	6	1	False	TALONT000242447	ISM	Known	2	ENSG00000242715,ENSG00000250709	1.0	ENSG00000242715	ENSG00000250709	TALONT000242447
TALONT000433356	True	ENSG00000277726	6	2	False	TALONT000433356	ISM	Known	2	ENSG00000277726,ENSG00000120948	1.0	ENSG00000277726	ENSG00000120948	TALONT000433356
TALONT000397359	True	ENSG00000256594	6	2	False	TALONT000397359	NNC	Known	3	ENSG00000284634,ENSG00000256594,ENSG00000272917	1.0	ENSG00000256594	ENSG00000272917	TALONT000397359
TALONT000341061	True	ENSG00000237517	6	2	False	TALONT000341061	ISM	Known	2	ENSG00000273032,ENSG00000237517	1.0	ENSG00000237517	ENSG00000273032	TALONT000341061
TALONT000909041	True	ENSG00000167985	5	2	False	TALONT000909041	NIC	Known	2	ENSG00000256591,ENSG00000167985	1.0	ENSG00000167985	ENSG00000256591	TALONT000909041
TALONT000908976	True	ENSG00000167985	5	2	False	TALONT000908976	NNC	Known	2	ENSG00000256591,ENSG00000167985	1.0	ENSG00000167985	ENSG00000256591	TALONT000908976
TALONT001531840	True	ENSG00000148832	5	1	False	TALONT001531840	ISM	Known	2	ENSG00000148832,ENSG00000254536	1.0	ENSG00000148832	ENSG00000148824	TALONT001531840
TALONT000747980	True	ENSG00000205220	5	2	False	TALONT000747980	ISM	Known	2	ENSG00000261884,ENSG00000205220	1.0	ENSG00000205220	ENSG00000261884	TALONT000747980
TALONT001119318	True	ENSG00000285441	5	2	False	TALONT001119318	ISM	Known	2	ENSG00000112096,ENSG00000285441	1.0	ENSG00000285441	ENSG00000112096	TALONT001119318
TALONT000410987	True	ENSG00000263155	5	2	False	TALONT000410987	ISM	Known	2	ENSG00000137878,ENSG00000263155	1.0	ENSG00000263155	ENSG00000137878	TALONT000410987
TALONT000397377	True	ENSG00000256594	5	1	False	TALONT000397377	NIC	Known	3	ENSG00000284634,ENSG00000272917,ENSG00000256594	1.0	ENSG00000256594	ENSG00000272917	TALONT000397377
TALONT000341096	True	ENSG00000237517	5	2	False	TALONT000341096	NIC	Known	2	ENSG00000273032,ENSG00000237517	1.0	ENSG00000237517	ENSG00000273032	TALONT000341096
TALONT000385143	True	ENSG00000099977	5	2	False	TALONT000385143	NIC	Known	2	ENSG00000285762,ENSG00000099977	1.0	ENSG00000099977	ENSG00000285762	TALONT000385143
TALONT000504522	True	ENSG00000125962	5	2	False	TALONT000504522	ISM	Known	2	ENSG00000271147,ENSG00000125962	1.0	ENSG00000125962	ENSG00000271147	TALONT000504522
TALONT000756915	True	ENSG00000126246	5	2	False	TALONT000756915	NIC	Known	2	ENSG00000267120,ENSG00000126246	1.0	ENSG00000126246	ENSG00000267120	TALONT000756915
TALONT000756927	True	ENSG00000126246	5	2	False	TALONT000756927	NIC	Known	2	ENSG00000126246,ENSG00000267120	1.0	ENSG00000126246	ENSG00000267120	TALONT000756927
TALONT000513944	True	ENSG00000134970	5	1	False	TALONT000513944	ISM	Known	2	ENSG00000134970,ENSG00000251201	1.0	ENSG00000134970	ENSG00000251201	TALONT000513944
TALONT001118729	True	ENSG00000285441	4	2	False	TALONT001118729	ISM	Known	2	ENSG00000285441,ENSG00000112096	1.0	ENSG00000285441	ENSG00000112096	TALONT001118729
TALONT000873770	True	ENSG00000264112	4	1	False	TALONT000873770	ISM	Known	2	ENSG00000264112,ENSG00000266086	1.0	ENSG00000264112	ENSG00000266086	TALONT000873770
TALONT000920002	True	ENSG00000273340	4	1	False	TALONT000920002	ISM	Known	2	ENSG00000273340,ENSG00000214922	1.0	ENSG00000273340	ENSG00000214922	TALONT000920002
TALONT000889717	True	ENSG00000120913	4	2	False	TALONT000889717	ISM	Known	2	ENSG00000248235,ENSG00000120913	1.0	ENSG00000120913	ENSG00000248235	TALONT000889717
TALONT000960368	True	ENSG00000225950	4	2	False	TALONT000960368	ISM	Known	2	ENSG00000283663,ENSG00000225950	1.0	ENSG00000225950	ENSG00000283663	TALONT000960368
TALONT000690022	True	ENSG00000121716	4	1	False	TALONT000690022	ISM	Known	2	ENSG00000272752,ENSG00000121716	1.0	ENSG00000121716	ENSG00000272752	TALONT000690022
TALONT000377473	True	ENSG00000251079	4	2	False	TALONT000377473	ISM	Known	2	ENSG00000254929,ENSG00000251079	1.0	ENSG00000251079	ENSG00000254929	TALONT000377473
TALONT000654487	True	ENSG00000243554	4	1	False	TALONT000654487	NIC	Known	3	ENSG00000243554,ENSG00000285725,ENSG00000284707	1.0	ENSG00000243554	ENSG00000285725	TALONT000654487
TALONT000467175	True	ENSG00000213928	4	1	False	TALONT000467175	ISM	Known	2	ENSG00000259529,ENSG00000213928	1.0	ENSG00000213928	ENSG00000259529	TALONT000467175
TALONT000516339	True	ENSG00000267673	4	1	False	TALONT000516339	ISM	Known	2	ENSG00000167807,ENSG00000267673	1.0	ENSG00000267673	ENSG00000167807	TALONT000516339
TALONT000516690	True	ENSG00000161847	4	1	False	TALONT000516690	ISM	Known	2	ENSG00000267303,ENSG00000161847	1.0	ENSG00000161847	ENSG00000267303	TALONT000516690
TALONT000504930	True	ENSG00000125962	4	2	False	TALONT000504930	ISM	Known	2	ENSG00000271147,ENSG00000125962	1.0	ENSG00000125962	ENSG00000271147	TALONT000504930
TALONT000433367	True	ENSG00000277726	4	2	False	TALONT000433367	ISM	Known	2	ENSG00000120948,ENSG00000277726	1.0	ENSG00000277726	ENSG00000120948	TALONT000433367
TALONT000788517	True	ENSG00000231721	3	1	False	TALONT000788517	ISM	Known	2	ENSG00000231721,ENSG00000285106	1.0	ENSG00000231721	ENSG00000226380	TALONT000788517
TALONT000411570	True	ENSG00000212127	3	3	False	TALONT000411570	NIC	Known	3	ENSG00000212127,ENSG00000231887,ENSG00000275778	1.0	ENSG00000212127	ENSG00000275778	TALONT000411570
TALONT000981293	True	ENSG00000214736	3	2	False	TALONT000981293	ISM	Known	2	ENSG00000124593,ENSG00000214736	1.0	ENSG00000214736	ENSG00000124593	TALONT000981293
TALONT000554524	True	ENSG00000250462	3	2	False	TALONT000554524	ISM	Known	2	ENSG00000214719,ENSG00000250462	1.0	ENSG00000250462	ENSG00000214719	TALONT000554524
TALONT000654527	True	ENSG00000243554	3	1	False	TALONT000654527	NIC	Known	3	ENSG00000243554,ENSG00000285725,ENSG00000284707	1.0	ENSG00000243554	ENSG00000285725	TALONT000654527
TALONT001741404	True	ENSG00000197128	3	2	False	TALONT001741404	NIC	Known	2	ENSG00000268163,ENSG00000197128	1.0	ENSG00000197128	ENSG00000268163	TALONT001741404
TALONT000554527	True	ENSG00000250462	3	2	False	TALONT000554527	ISM	Known	2	ENSG00000214719,ENSG00000250462	1.0	ENSG00000250462	ENSG00000214719	TALONT000554527
TALONT000579329	True	ENSG00000183336	3	1	False	TALONT000579329	ISM	Known	2	ENSG00000183336,ENSG00000261740	1.0	ENSG00000183336	ENSG00000261740	TALONT000579329
TALONT001118811	True	ENSG00000285441	2	2	False	TALONT001118811	ISM	Known	2	ENSG00000285441,ENSG00000112096	1.0	ENSG00000285441	ENSG00000112096	TALONT001118811
TALONT001118733	True	ENSG00000285441	2	1	False	TALONT001118733	ISM	Known	2	ENSG00000112096,ENSG00000285441	1.0	ENSG00000285441	ENSG00000112096	TALONT001118733
TALONT001116478	True	ENSG00000243509	2	2	False	TALONT001116478	ISM	Known	2	ENSG00000026036,ENSG00000243509	1.0	ENSG00000243509	ENSG00000026036	TALONT001116478
TALONT001096012	True	ENSG00000244274	2	2	False	TALONT001096012	ISM	Known	2	ENSG00000244274,ENSG00000254806	1.0	ENSG00000244274	ENSG00000254806	TALONT001096012
TALONT000748037	True	ENSG00000205220	2	1	False	TALONT000748037	ISM	Known	2	ENSG00000261884,ENSG00000205220	1.0	ENSG00000205220	ENSG00000261884	TALONT000748037
TALONT000737111	True	ENSG00000240382	2	1	False	TALONT000737111	NNC	Known	2	ENSG00000240382,ENSG00000240040	1.0	ENSG00000240382	ENSG00000243466	TALONT000737111
TALONT000736898	True	ENSG00000243290	2	1	False	TALONT000736898	NIC	Known	2	ENSG00000243290,ENSG00000240040	1.0	ENSG00000243290	ENSG00000243466	TALONT000736898
TALONT000736047	True	ENSG00000241351	2	1	False	TALONT000736047	NNC	Known	2	ENSG00000241351,ENSG00000240040	1.0	ENSG00000241351	ENSG00000243466	TALONT000736047
TALONT000736009	True	ENSG00000239951	2	1	False	TALONT000736009	NNC	Known	2	ENSG00000239951,ENSG00000240040	1.0	ENSG00000239951	ENSG00000243466	TALONT000736009
TALONT000736005	True	ENSG00000241755	2	1	False	TALONT000736005	NNC	Known	2	ENSG00000241755,ENSG00000240040	1.0	ENSG00000241755	ENSG00000243466	TALONT000736005
TALONT000736093	True	ENSG00000243238	2	1	False	TALONT000736093	NNC	Known	2	ENSG00000243238,ENSG00000240040	1.0	ENSG00000243238	ENSG00000242076	TALONT000736093
TALONT000736108	True	ENSG00000244116	2	1	False	TALONT000736108	NNC	Known	2	ENSG00000244116,ENSG00000240040	1.0	ENSG00000244116	ENSG00000242076	TALONT000736108
TALONT000736113	True	ENSG00000244437	2	1	False	TALONT000736113	NNC	Known	2	ENSG00000244437,ENSG00000240040	1.0	ENSG00000244437	ENSG00000243466	TALONT000736113
TALONT000736419	True	ENSG00000239855	2	1	False	TALONT000736419	NNC	Known	2	ENSG00000239855,ENSG00000240040	1.0	ENSG00000239855	ENSG00000253435	TALONT000736419
TALONT000690057	True	ENSG00000121716	2	1	False	TALONT000690057	ISM	Known	2	ENSG00000272752,ENSG00000121716	1.0	ENSG00000121716	ENSG00000272752	TALONT000690057
TALONT000326914	True	ENSG00000177576	2	1	False	TALONT000326914	ISM	Known	2	ENSG00000215472,ENSG00000177576	1.0	ENSG00000177576	ENSG00000215472	TALONT000326914
TALONT000579331	True	ENSG00000183336	2	1	False	TALONT000579331	ISM	Known	2	ENSG00000183336,ENSG00000261740	1.0	ENSG00000183336	ENSG00000261740	TALONT000579331
TALONT000473107	True	ENSG00000250251	2	2	False	TALONT000473107	ISM	Known	2	ENSG00000250251,ENSG00000270580	1.0	ENSG00000250251	ENSG00000270580	TALONT000473107
TALONT000369757	True	ENSG00000211662	2	2	False	TALONT000369757	NIC	Known	2	ENSG00000211662,ENSG00000254709	1.0	ENSG00000211662	ENSG00000254709	TALONT000369757
TALONT000433378	True	ENSG00000277726	2	1	False	TALONT000433378	ISM	Known	2	ENSG00000120948,ENSG00000277726	1.0	ENSG00000277726	ENSG00000120948	TALONT000433378
TALONT000560027	True	ENSG00000145029	2	2	False	TALONT000560027	ISM	Known	2	ENSG00000145029,ENSG00000283189	1.0	ENSG00000145029	ENSG00000283189	TALONT000560027
TALONT000874304	True	ENSG00000136450	2	1	False	TALONT000874304	ISM	Known	2	ENSG00000266086,ENSG00000136450	1.0	ENSG00000136450	ENSG00000266086	TALONT000874304
TALONT000904832	True	ENSG00000213186	2	1	False	TALONT000904832	ISM	Known	2	ENSG00000213186,ENSG00000248710	1.0	ENSG00000213186	ENSG00000248710	TALONT000904832
TALONT000789753	True	ENSG00000184115	1	2	False	TALONT000789753	ISM	Known	3	ENSG00000273471,ENSG00000184115,ENSG00000257207	1.0	ENSG00000184115	ENSG00000273471	TALONT000789753
TALONT000909066	True	ENSG00000167985	1	1	False	TALONT000909066	NIC	Known	2	ENSG00000167985,ENSG00000256591	1.0	ENSG00000167985	ENSG00000256591	TALONT000909066
TALONT000788355	True	ENSG00000231721	1	1	False	TALONT000788355	ISM	Known	2	ENSG00000231721,ENSG00000285106	1.0	ENSG00000231721	ENSG00000226380	TALONT000788355
TALONT000526060	True	ENSG00000167524	1	2	False	TALONT000526060	NIC	Known	2	ENSG00000258472,ENSG00000167524	1.0	ENSG00000167524	ENSG00000258472	TALONT000526060
TALONT001048604	True	ENSG00000135316	1	2	False	TALONT001048604	ISM	Known	2	ENSG00000271793,ENSG00000135316	1.0	ENSG00000135316	ENSG00000271793	TALONT001048604
TALONT000736525	True	ENSG00000253435	1	1	False	TALONT000736525	NIC	Known	2	ENSG00000253435,ENSG00000240040	1.0	ENSG00000253435	ENSG00000243466	TALONT000736525
TALONT000654365	True	ENSG00000243554	1	2	False	TALONT000654365	NIC	Known	2	ENSG00000284707,ENSG00000243554	1.0	ENSG00000243554	ENSG00000284707	TALONT000654365
TALONT000654354	True	ENSG00000243554	1	2	False	TALONT000654354	NIC	Known	2	ENSG00000284707,ENSG00000243554	1.0	ENSG00000243554	ENSG00000284707	TALONT000654354
TALONT001178568	True	ENSG00000237517	1	2	False	TALONT001178568	NIC	Known	2	ENSG00000273032,ENSG00000237517	1.0	ENSG00000237517	ENSG00000273032	TALONT001178568
TALONT001588187	True	ENSG00000186148	1	3	False	TALONT001588187	ISM	Known	3	ENSG00000283684,ENSG00000284337,ENSG00000186148	1.0	ENSG00000186148	ENSG00000283684	TALONT001588187
