Name	n_genes	gene_ids
TALONT000429538	1	ENSG00000168096
TALONT000429542	1	ENSG00000168096
TALONT000429558	1	ENSG00000168096
TALONT000429585	1	ENSG00000010282
TALONT000429655	1	ENSG00000010282
TALONT000429760	1	ENSG00000010282
TALONT000429976	1	ENSG00000010282
TALONT000430014	1	ENSG00000010282
TALONT000430407	1	ENSG00000244607
TALONT000430470	1	ENSG00000181061
TALONT000430609	1	ENSG00000181061
TALONT000430862	1	ENSG00000181061
TALONT000431066	1	ENSG00000277726
TALONT000431076	1	ENSG00000277726
TALONT000431147	1	ENSG00000277726
TALONT000431248	1	ENSG00000067836
TALONT000431259	1	ENSG00000067836
TALONT000431260	1	ENSG00000277726
TALONT000431266	1	ENSG00000067836
TALONT000431268	1	ENSG00000067836
TALONT000431281	1	ENSG00000067836
TALONT000431344	1	ENSG00000067836
TALONT000431350	1	ENSG00000067836
TALONT000431371	1	ENSG00000067836
TALONT000431387	1	ENSG00000067836
TALONT000431413	1	ENSG00000067836
TALONT000431429	1	ENSG00000277726
TALONT000431433	1	ENSG00000067836
TALONT000431467	1	ENSG00000067836
TALONT000431481	1	ENSG00000067836
TALONT000431547	1	ENSG00000067836
TALONT000431573	1	ENSG00000067836
TALONT000431769	1	ENSG00000277726
TALONT000431827	1	ENSG00000067836
TALONT000431841	1	ENSG00000092036
TALONT000431850	1	ENSG00000092036
TALONT000431880	1	ENSG00000092036
TALONT000431887	1	ENSG00000092036
TALONT000431909	1	ENSG00000092036
TALONT000433356	1	ENSG00000277726
TALONT000433367	1	ENSG00000277726
TALONT000433378	1	ENSG00000277726
TALONT000435865	1	ENSG00000141994
TALONT000435967	1	ENSG00000141994
TALONT000435982	1	ENSG00000141994
TALONT000436011	1	ENSG00000141994
TALONT000436095	1	ENSG00000141994
TALONT000436233	1	ENSG00000141994
TALONT000437246	1	ENSG00000235194
TALONT000437434	1	ENSG00000129473
TALONT000437525	1	ENSG00000129473
TALONT000437666	1	ENSG00000174886
TALONT000437676	1	ENSG00000174886
TALONT000438330	1	ENSG00000100836
TALONT000438335	1	ENSG00000100836
TALONT000438372	1	ENSG00000100836
TALONT000438375	1	ENSG00000100836
TALONT000440024	1	ENSG00000105519
TALONT000440183	1	ENSG00000105519
TALONT000442396	1	ENSG00000111700
TALONT000442412	1	ENSG00000111700
TALONT000442432	1	ENSG00000111700
TALONT000446172	1	ENSG00000106588
TALONT000446218	1	ENSG00000106588
TALONT000446661	1	ENSG00000175106
TALONT000446670	1	ENSG00000175106
TALONT000446694	1	ENSG00000175106
TALONT000446706	1	ENSG00000175106
TALONT000446720	1	ENSG00000175106
TALONT000446832	1	ENSG00000175106
TALONT000446945	1	ENSG00000106588
TALONT000447127	1	ENSG00000106588
TALONT000447138	1	ENSG00000111716
TALONT000447218	1	ENSG00000111716
TALONT000447245	1	ENSG00000111716
TALONT000447262	1	ENSG00000111716
TALONT000447330	1	ENSG00000111716
TALONT000447845	1	ENSG00000175106
TALONT000448088	1	ENSG00000175106
TALONT000448098	1	ENSG00000111716
TALONT000448247	1	ENSG00000111716
TALONT000448281	1	ENSG00000221926
TALONT000448297	1	ENSG00000221926
TALONT000448369	1	ENSG00000221926
TALONT000448417	1	ENSG00000221926
TALONT000448433	1	ENSG00000221926
TALONT000448436	1	ENSG00000221926
TALONT000448794	1	ENSG00000221926
TALONT000449240	1	ENSG00000111716
TALONT000449387	1	ENSG00000187607
TALONT000449522	1	ENSG00000187607
TALONT000450343	1	ENSG00000111716
TALONT000454198	1	ENSG00000106608
TALONT000454398	1	ENSG00000106608
TALONT000456042	1	ENSG00000111716
TALONT000456295	1	ENSG00000187630
TALONT000456498	1	ENSG00000272655
TALONT000456646	1	ENSG00000228903
TALONT000456650	1	ENSG00000228903
TALONT000457552	1	ENSG00000090674
TALONT000457571	1	ENSG00000100897
TALONT000457573	1	ENSG00000090674
TALONT000457583	1	ENSG00000100897
TALONT000457588	1	ENSG00000100897
TALONT000457614	1	ENSG00000100897
TALONT000457619	1	ENSG00000100897
TALONT000457629	1	ENSG00000100897
TALONT000457769	1	ENSG00000100897
TALONT000457960	1	ENSG00000100897
TALONT000458073	1	ENSG00000090674
TALONT000458122	1	ENSG00000100897
TALONT000458203	1	ENSG00000032444
TALONT000458219	1	ENSG00000032444
TALONT000458245	1	ENSG00000100897
TALONT000458291	1	ENSG00000032444
TALONT000458314	1	ENSG00000100897
TALONT000458328	1	ENSG00000100897
TALONT000458483	1	ENSG00000032444
TALONT000458485	1	ENSG00000032444
TALONT000458533	1	ENSG00000100897
TALONT000458536	1	ENSG00000100897
TALONT000458541	1	ENSG00000100897
TALONT000458561	1	ENSG00000100897
TALONT000458569	1	ENSG00000100897
TALONT000458671	1	ENSG00000032444
TALONT000458672	1	ENSG00000032444
TALONT000458682	1	ENSG00000032444
TALONT000460876	1	ENSG00000229833
TALONT000461964	1	ENSG00000076944
TALONT000461987	1	ENSG00000076944
TALONT000462033	1	ENSG00000076944
TALONT000462067	1	ENSG00000076944
TALONT000462163	1	ENSG00000076944
TALONT000462179	1	ENSG00000076944
TALONT000462236	1	ENSG00000076944
TALONT000462558	1	ENSG00000076944
TALONT000462626	1	ENSG00000076944
TALONT000463905	1	ENSG00000076944
TALONT000463986	1	ENSG00000076944
TALONT000464034	1	ENSG00000076944
TALONT000464244	1	ENSG00000076944
TALONT000464253	1	ENSG00000076944
TALONT000464293	1	ENSG00000076944
TALONT000464512	1	ENSG00000183019
TALONT000464515	1	ENSG00000183019
TALONT000464681	1	ENSG00000181029
TALONT000465565	1	ENSG00000092098
TALONT000465570	1	ENSG00000092098
TALONT000465607	1	ENSG00000092098
TALONT000465770	1	ENSG00000092098
TALONT000465790	1	ENSG00000092098
TALONT000465816	1	ENSG00000092098
TALONT000465858	1	ENSG00000092098
TALONT000465956	1	ENSG00000092098
TALONT000466108	1	ENSG00000213928
TALONT000466123	1	ENSG00000213928
TALONT000466141	1	ENSG00000213928
TALONT000466178	1	ENSG00000213928
TALONT000466190	1	ENSG00000213928
TALONT000466371	1	ENSG00000213928
TALONT000466506	1	ENSG00000213928
TALONT000466988	1	ENSG00000213928
TALONT000467068	1	ENSG00000213928
TALONT000467136	1	ENSG00000213928
TALONT000467175	1	ENSG00000213928
TALONT000467697	1	ENSG00000196497
TALONT000467725	1	ENSG00000196497
TALONT000467758	1	ENSG00000196497
TALONT000467774	1	ENSG00000196497
TALONT000467777	1	ENSG00000196497
TALONT000467791	1	ENSG00000196497
TALONT000467794	1	ENSG00000196497
TALONT000467812	1	ENSG00000196497
TALONT000467825	1	ENSG00000196497
TALONT000467827	1	ENSG00000196497
TALONT000467852	1	ENSG00000196497
TALONT000467856	1	ENSG00000196497
TALONT000467879	1	ENSG00000196497
TALONT000467901	1	ENSG00000196497
TALONT000468367	1	ENSG00000196497
TALONT000468371	1	ENSG00000196497
TALONT000469000	1	ENSG00000100926
TALONT000469005	1	ENSG00000100926
TALONT000469041	1	ENSG00000100926
TALONT000469068	1	ENSG00000100926
TALONT000469070	1	ENSG00000100926
TALONT000469096	1	ENSG00000100926
TALONT000469120	1	ENSG00000100926
TALONT000469182	1	ENSG00000100926
TALONT000469308	1	ENSG00000100926
TALONT000470614	1	ENSG00000254505
TALONT000470746	1	ENSG00000254505
TALONT000471221	1	ENSG00000130958
TALONT000471234	1	ENSG00000130958
TALONT000471270	1	ENSG00000130958
TALONT000471371	1	ENSG00000130958
TALONT000471587	1	ENSG00000213920
TALONT000471602	1	ENSG00000213920
TALONT000471949	1	ENSG00000129559
TALONT000471989	1	ENSG00000129559
TALONT000473107	1	ENSG00000250251
TALONT000473300	1	ENSG00000179598
TALONT000473344	1	ENSG00000100092
TALONT000473359	1	ENSG00000100092
TALONT000473384	1	ENSG00000100092
TALONT000473583	1	ENSG00000166780
TALONT000473654	1	ENSG00000154803
TALONT000473686	1	ENSG00000154803
TALONT000473699	1	ENSG00000154803
TALONT000474020	1	ENSG00000154803
TALONT000474085	1	ENSG00000154803
TALONT000476111	1	ENSG00000267855
TALONT000480305	1	ENSG00000273899
TALONT000480340	1	ENSG00000273899
TALONT000480858	1	ENSG00000273899
TALONT000480875	1	ENSG00000273899
TALONT000483500	1	ENSG00000129493
TALONT000487021	1	ENSG00000138032
TALONT000487036	1	ENSG00000138032
TALONT000487136	1	ENSG00000138032
TALONT000488191	1	ENSG00000166507
TALONT000488288	1	ENSG00000166507
TALONT000489657	1	ENSG00000134419
TALONT000489763	1	ENSG00000134419
TALONT000491600	1	ENSG00000100890
TALONT000491670	1	ENSG00000100890
TALONT000491675	1	ENSG00000100890
TALONT000491746	1	ENSG00000100890
TALONT000491789	1	ENSG00000100890
TALONT000492315	1	ENSG00000166803
TALONT000492393	1	ENSG00000100902
TALONT000492438	1	ENSG00000100902
TALONT000493145	1	ENSG00000163633
TALONT000493219	1	ENSG00000100902
TALONT000494488	1	ENSG00000100902
TALONT000494606	1	ENSG00000100902
TALONT000494625	1	ENSG00000100902
TALONT000494652	1	ENSG00000100902
TALONT000494679	1	ENSG00000100902
TALONT000495107	1	ENSG00000198189
TALONT000495142	1	ENSG00000198189
TALONT000495180	1	ENSG00000198189
TALONT000495302	1	ENSG00000198189
TALONT000495330	1	ENSG00000198189
TALONT000495848	1	ENSG00000188321
TALONT000496072	1	ENSG00000213923
TALONT000496087	1	ENSG00000213923
TALONT000496098	1	ENSG00000213923
TALONT000496102	1	ENSG00000213923
TALONT000496103	1	ENSG00000213923
TALONT000496124	1	ENSG00000213923
TALONT000496126	1	ENSG00000213923
TALONT000496131	1	ENSG00000213923
TALONT000496149	1	ENSG00000213923
TALONT000496161	1	ENSG00000213923
TALONT000496187	1	ENSG00000213923
TALONT000496195	1	ENSG00000213923
TALONT000496471	1	ENSG00000188321
TALONT000496730	1	ENSG00000241343
TALONT000496764	1	ENSG00000213923
TALONT000496780	1	ENSG00000241343
TALONT000497261	1	ENSG00000143933
TALONT000497332	1	ENSG00000143933
TALONT000497588	1	ENSG00000213923
TALONT000497598	1	ENSG00000213923
TALONT000497620	1	ENSG00000126945
TALONT000497648	1	ENSG00000213923
TALONT000497823	1	ENSG00000143933
TALONT000497843	1	ENSG00000143933
TALONT000498297	1	ENSG00000244627
TALONT000498337	1	ENSG00000143933
TALONT000498670	1	ENSG00000143933
TALONT000499752	1	ENSG00000066697
TALONT000499823	1	ENSG00000143933
TALONT000499959	1	ENSG00000126945
TALONT000500796	1	ENSG00000066697
TALONT000500923	1	ENSG00000241697
TALONT000501262	1	ENSG00000143933
TALONT000501345	1	ENSG00000170540
TALONT000501473	1	ENSG00000170540
TALONT000501526	1	ENSG00000170540
TALONT000501889	1	ENSG00000170540
TALONT000502109	1	ENSG00000170540
TALONT000503959	1	ENSG00000134982
TALONT000503967	1	ENSG00000134982
TALONT000504520	1	ENSG00000125962
TALONT000504522	1	ENSG00000125962
TALONT000504523	1	ENSG00000125962
TALONT000504525	1	ENSG00000125962
TALONT000504930	1	ENSG00000125962
TALONT000505716	1	ENSG00000158301
TALONT000505919	1	ENSG00000158301
TALONT000505934	1	ENSG00000153037
TALONT000505937	1	ENSG00000158301
TALONT000507408	1	ENSG00000130810
TALONT000507454	1	ENSG00000130810
TALONT000507470	1	ENSG00000130810
TALONT000507530	1	ENSG00000130810
TALONT000507550	1	ENSG00000130810
TALONT000507598	1	ENSG00000130810
TALONT000507729	1	ENSG00000130810
TALONT000507868	1	ENSG00000130810
TALONT000508474	1	ENSG00000130810
TALONT000508717	1	ENSG00000130810
TALONT000508876	1	ENSG00000130810
TALONT000508897	1	ENSG00000130810
TALONT000508936	1	ENSG00000130810
TALONT000508955	1	ENSG00000130810
TALONT000509099	1	ENSG00000103528
TALONT000509150	1	ENSG00000103528
TALONT000513855	1	ENSG00000134970
TALONT000513944	1	ENSG00000134970
TALONT000514850	1	ENSG00000168961
TALONT000514870	1	ENSG00000168961
TALONT000514943	1	ENSG00000168961
TALONT000515030	1	ENSG00000168961
TALONT000515161	1	ENSG00000232859
TALONT000516336	1	ENSG00000267673
TALONT000516339	1	ENSG00000267673
TALONT000516344	1	ENSG00000267673
TALONT000516690	1	ENSG00000161847
TALONT000516721	1	ENSG00000161847
TALONT000516731	1	ENSG00000161847
TALONT000516743	1	ENSG00000161847
TALONT000516774	1	ENSG00000161847
TALONT000516782	1	ENSG00000161847
TALONT000516798	1	ENSG00000161847
TALONT000520313	1	ENSG00000244045
TALONT000520367	1	ENSG00000244045
TALONT000520515	1	ENSG00000244045
TALONT000520987	1	ENSG00000109072
TALONT000520993	1	ENSG00000109072
TALONT000521032	1	ENSG00000109072
TALONT000521040	1	ENSG00000109072
TALONT000521146	1	ENSG00000109072
TALONT000521149	1	ENSG00000109072
TALONT000521176	1	ENSG00000109072
TALONT000521187	1	ENSG00000109072
TALONT000521240	1	ENSG00000109072
TALONT000521385	1	ENSG00000109072
TALONT000524305	1	ENSG00000239789
TALONT000524375	1	ENSG00000239789
TALONT000524973	1	ENSG00000076382
TALONT000524974	1	ENSG00000076382
TALONT000524983	1	ENSG00000076382
TALONT000524999	1	ENSG00000076382
TALONT000525008	1	ENSG00000076382
TALONT000525052	1	ENSG00000076382
TALONT000525064	1	ENSG00000076382
TALONT000525101	1	ENSG00000076382
TALONT000525118	1	ENSG00000076382
TALONT000525153	1	ENSG00000076382
TALONT000525161	1	ENSG00000076382
TALONT000525238	1	ENSG00000076382
TALONT000525334	1	ENSG00000076382
TALONT000525502	1	ENSG00000076382
TALONT000525541	1	ENSG00000076382
TALONT000525623	1	ENSG00000242616
TALONT000525984	1	ENSG00000076382
TALONT000526060	1	ENSG00000167524
TALONT000529286	1	ENSG00000243244
TALONT000543959	1	ENSG00000173436
TALONT000544208	1	ENSG00000158747
TALONT000544331	1	ENSG00000158747
TALONT000544434	1	ENSG00000129007
TALONT000544768	1	ENSG00000158747
TALONT000545121	1	ENSG00000158747
TALONT000545195	1	ENSG00000158747
TALONT000547413	1	ENSG00000126522
TALONT000547444	1	ENSG00000126522
TALONT000547675	1	ENSG00000126522
TALONT000547923	1	ENSG00000126522
TALONT000548188	1	ENSG00000126522
TALONT000548944	1	ENSG00000126522
TALONT000548957	1	ENSG00000126522
TALONT000549046	1	ENSG00000126522
TALONT000549299	1	ENSG00000126522
TALONT000549813	1	ENSG00000188603
TALONT000549820	1	ENSG00000188603
TALONT000549887	1	ENSG00000188603
TALONT000549918	1	ENSG00000188603
TALONT000549964	1	ENSG00000188603
TALONT000550036	1	ENSG00000188603
TALONT000550134	1	ENSG00000188603
TALONT000550182	1	ENSG00000188603
TALONT000550200	1	ENSG00000188603
TALONT000550296	1	ENSG00000188603
TALONT000550856	1	ENSG00000188603
TALONT000551354	1	ENSG00000126790
TALONT000551369	1	ENSG00000126790
TALONT000551413	1	ENSG00000126790
TALONT000551457	1	ENSG00000126790
TALONT000551515	1	ENSG00000126790
TALONT000551533	1	ENSG00000126790
TALONT000551560	1	ENSG00000126790
TALONT000551586	1	ENSG00000126790
TALONT000551661	1	ENSG00000126790
TALONT000551953	1	ENSG00000217128
TALONT000551956	1	ENSG00000217128
TALONT000551989	1	ENSG00000243335
TALONT000552022	1	ENSG00000239900
TALONT000552089	1	ENSG00000239900
TALONT000552160	1	ENSG00000239900
TALONT000552201	1	ENSG00000239900
TALONT000552262	1	ENSG00000239900
TALONT000552628	1	ENSG00000239900
TALONT000553181	1	ENSG00000154710
TALONT000553188	1	ENSG00000154710
TALONT000553260	1	ENSG00000154710
TALONT000553271	1	ENSG00000154710
TALONT000553908	1	ENSG00000239900
TALONT000554054	1	ENSG00000100359
TALONT000554060	1	ENSG00000100359
TALONT000554070	1	ENSG00000100359
TALONT000554093	1	ENSG00000100359
TALONT000554103	1	ENSG00000100359
TALONT000554118	1	ENSG00000100359
TALONT000554138	1	ENSG00000100359
TALONT000554174	1	ENSG00000100359
TALONT000554201	1	ENSG00000100359
TALONT000554237	1	ENSG00000100359
TALONT000554280	1	ENSG00000100359
TALONT000554363	1	ENSG00000100359
TALONT000554385	1	ENSG00000100359
TALONT000554410	1	ENSG00000100359
TALONT000554524	1	ENSG00000250462
TALONT000554527	1	ENSG00000250462
TALONT000554568	1	ENSG00000100359
TALONT000554734	1	ENSG00000100359
TALONT000554749	1	ENSG00000100359
TALONT000554808	1	ENSG00000100359
TALONT000555000	1	ENSG00000180855
TALONT000555246	1	ENSG00000100359
TALONT000555742	1	ENSG00000100359
TALONT000556377	1	ENSG00000104774
TALONT000556378	1	ENSG00000104774
TALONT000556381	1	ENSG00000104774
TALONT000556382	1	ENSG00000104774
TALONT000556386	1	ENSG00000104774
TALONT000556388	1	ENSG00000104774
TALONT000556389	1	ENSG00000104774
TALONT000556391	1	ENSG00000104774
TALONT000556393	1	ENSG00000104774
TALONT000556400	1	ENSG00000104774
TALONT000556410	1	ENSG00000104774
TALONT000556411	1	ENSG00000020426
TALONT000556412	1	ENSG00000104774
TALONT000556414	1	ENSG00000104774
TALONT000556415	1	ENSG00000104774
TALONT000556435	1	ENSG00000104774
TALONT000556440	1	ENSG00000020426
TALONT000556450	1	ENSG00000104774
TALONT000556452	1	ENSG00000104774
TALONT000556462	1	ENSG00000104774
TALONT000556465	1	ENSG00000104774
TALONT000556503	1	ENSG00000104774
TALONT000556510	1	ENSG00000104774
TALONT000556559	1	ENSG00000104774
TALONT000556587	1	ENSG00000104774
TALONT000556592	1	ENSG00000100359
TALONT000556641	1	ENSG00000104774
TALONT000556660	1	ENSG00000104774
TALONT000556661	1	ENSG00000104774
TALONT000556662	1	ENSG00000104774
TALONT000556729	1	ENSG00000100359
TALONT000556855	1	ENSG00000020426
TALONT000556899	1	ENSG00000100359
TALONT000556904	1	ENSG00000104774
TALONT000556953	1	ENSG00000104774
TALONT000557015	1	ENSG00000100359
TALONT000557057	1	ENSG00000100359
TALONT000557092	1	ENSG00000104774
TALONT000557104	1	ENSG00000104774
TALONT000557136	1	ENSG00000139974
TALONT000557165	1	ENSG00000139974
TALONT000557179	1	ENSG00000139974
TALONT000557187	1	ENSG00000139974
TALONT000557276	1	ENSG00000100359
TALONT000557331	1	ENSG00000104774
TALONT000557341	1	ENSG00000104774
TALONT000557556	1	ENSG00000113522
TALONT000557583	1	ENSG00000113522
TALONT000557616	1	ENSG00000113522
TALONT000557640	1	ENSG00000113522
TALONT000557648	1	ENSG00000113522
TALONT000557654	1	ENSG00000113522
TALONT000557747	1	ENSG00000104774
TALONT000557765	1	ENSG00000113522
TALONT000557810	1	ENSG00000027075
TALONT000557953	1	ENSG00000113522
TALONT000558111	1	ENSG00000027075
TALONT000558121	1	ENSG00000104774
TALONT000558161	1	ENSG00000027075
TALONT000558185	1	ENSG00000104774
TALONT000558195	1	ENSG00000100644
TALONT000558199	1	ENSG00000145020
TALONT000558209	1	ENSG00000100644
TALONT000558221	1	ENSG00000100644
TALONT000558344	1	ENSG00000100644
TALONT000558350	1	ENSG00000113522
TALONT000558506	1	ENSG00000100644
TALONT000558543	1	ENSG00000105583
TALONT000558718	1	ENSG00000105583
TALONT000558731	1	ENSG00000145020
TALONT000559295	1	ENSG00000100644
TALONT000559830	1	ENSG00000100644
TALONT000559841	1	ENSG00000100644
TALONT000559846	1	ENSG00000100644
TALONT000559856	1	ENSG00000100644
TALONT000559866	1	ENSG00000100644
TALONT000560027	1	ENSG00000145029
TALONT000560120	1	ENSG00000095059
TALONT000560144	1	ENSG00000095059
TALONT000560145	1	ENSG00000095059
TALONT000560152	1	ENSG00000023608
TALONT000560160	1	ENSG00000095059
TALONT000560181	1	ENSG00000145029
TALONT000560201	1	ENSG00000095059
TALONT000560239	1	ENSG00000095059
TALONT000560240	1	ENSG00000095059
TALONT000560249	1	ENSG00000095059
TALONT000560513	1	ENSG00000095059
TALONT000560544	1	ENSG00000095059
TALONT000560879	1	ENSG00000095059
TALONT000560912	1	ENSG00000095059
TALONT000562600	1	ENSG00000055813
TALONT000562611	1	ENSG00000055813
TALONT000567058	1	ENSG00000010244
TALONT000569880	1	ENSG00000237651
TALONT000569892	1	ENSG00000237651
TALONT000569905	1	ENSG00000237651
TALONT000570142	1	ENSG00000257365
TALONT000570192	1	ENSG00000257365
TALONT000570391	1	ENSG00000237651
TALONT000570415	1	ENSG00000257365
TALONT000570554	1	ENSG00000257365
TALONT000575850	1	ENSG00000095596
TALONT000575870	1	ENSG00000095596
TALONT000575903	1	ENSG00000095596
TALONT000575906	1	ENSG00000169682
TALONT000575935	1	ENSG00000169682
TALONT000575952	1	ENSG00000095596
TALONT000575954	1	ENSG00000169682
TALONT000575989	1	ENSG00000169682
TALONT000575999	1	ENSG00000169682
TALONT000576018	1	ENSG00000095596
TALONT000576033	1	ENSG00000095596
TALONT000576051	1	ENSG00000095596
TALONT000576061	1	ENSG00000169682
TALONT000576077	1	ENSG00000095596
TALONT000576096	1	ENSG00000095596
TALONT000576097	1	ENSG00000169682
TALONT000576124	1	ENSG00000095596
TALONT000576135	1	ENSG00000169682
TALONT000576147	1	ENSG00000095596
TALONT000576324	1	ENSG00000169682
TALONT000576444	1	ENSG00000095596
TALONT000576476	1	ENSG00000095596
TALONT000576522	1	ENSG00000095596
TALONT000576661	1	ENSG00000095596
TALONT000577266	1	ENSG00000095596
TALONT000577321	1	ENSG00000095596
TALONT000577404	1	ENSG00000095596
TALONT000577477	1	ENSG00000123739
TALONT000577516	1	ENSG00000169682
TALONT000577596	1	ENSG00000100568
TALONT000577604	1	ENSG00000092871
TALONT000577610	1	ENSG00000100568
TALONT000577616	1	ENSG00000092871
TALONT000577626	1	ENSG00000092871
TALONT000577660	1	ENSG00000169682
TALONT000577664	1	ENSG00000169682
TALONT000577694	1	ENSG00000169682
TALONT000577702	1	ENSG00000169682
TALONT000577704	1	ENSG00000169682
TALONT000577705	1	ENSG00000169682
TALONT000577721	1	ENSG00000169682
TALONT000577732	1	ENSG00000169682
TALONT000577797	1	ENSG00000213658
TALONT000577798	1	ENSG00000095596
TALONT000577991	1	ENSG00000095596
TALONT000578018	1	ENSG00000123739
TALONT000578232	1	ENSG00000072042
TALONT000578259	1	ENSG00000185379
TALONT000578272	1	ENSG00000095596
TALONT000578364	1	ENSG00000095596
TALONT000578405	1	ENSG00000205403
TALONT000578407	1	ENSG00000205403
TALONT000578430	1	ENSG00000095596
TALONT000579329	1	ENSG00000183336
TALONT000579331	1	ENSG00000183336
TALONT000580264	1	ENSG00000181625
TALONT000580327	1	ENSG00000181625
TALONT000580383	1	ENSG00000213648
TALONT000583356	1	ENSG00000275718
TALONT000584678	1	ENSG00000113558
TALONT000584694	1	ENSG00000113558
TALONT000584714	1	ENSG00000113558
TALONT000585315	1	ENSG00000095596
TALONT000585491	1	ENSG00000103495
TALONT000585640	1	ENSG00000113558
TALONT000585756	1	ENSG00000103495
TALONT000585925	1	ENSG00000103495
TALONT000585945	1	ENSG00000103495
TALONT000585954	1	ENSG00000103495
TALONT000586167	1	ENSG00000103495
TALONT000586179	1	ENSG00000103495
TALONT000586287	1	ENSG00000103495
TALONT000586487	1	ENSG00000167371
TALONT000586510	1	ENSG00000167371
TALONT000589043	1	ENSG00000013364
TALONT000590954	1	ENSG00000133983
TALONT000591266	1	ENSG00000108242
TALONT000592536	1	ENSG00000113558
TALONT000592838	1	ENSG00000113575
TALONT000592885	1	ENSG00000113575
TALONT000592928	1	ENSG00000113575
TALONT000593359	1	ENSG00000113575
TALONT000594134	1	ENSG00000010404
TALONT000594135	1	ENSG00000010404
TALONT000594154	1	ENSG00000010404
TALONT000594184	1	ENSG00000010404
TALONT000594209	1	ENSG00000010404
TALONT000594219	1	ENSG00000010404
TALONT000594287	1	ENSG00000010404
TALONT000594303	1	ENSG00000010404
TALONT000594313	1	ENSG00000010404
TALONT000594353	1	ENSG00000010404
TALONT000594408	1	ENSG00000010404
TALONT000594411	1	ENSG00000010404
TALONT000595230	1	ENSG00000010404
TALONT000595498	1	ENSG00000113575
TALONT000598075	1	ENSG00000133961
TALONT000598164	1	ENSG00000133961
TALONT000598218	1	ENSG00000133961
TALONT000598250	1	ENSG00000133961
TALONT000598275	1	ENSG00000133961
TALONT000598287	1	ENSG00000133961
TALONT000598341	1	ENSG00000133961
TALONT000598352	1	ENSG00000133961
TALONT000598372	1	ENSG00000133961
TALONT000598388	1	ENSG00000133961
TALONT000598405	1	ENSG00000133961
TALONT000598477	1	ENSG00000133961
TALONT000598540	1	ENSG00000133961
TALONT000598559	1	ENSG00000133961
TALONT000598585	1	ENSG00000133961
TALONT000598649	1	ENSG00000133961
TALONT000598666	1	ENSG00000133961
TALONT000598718	1	ENSG00000133961
TALONT000598769	1	ENSG00000133961
TALONT000599090	1	ENSG00000133961
TALONT000599143	1	ENSG00000133961
TALONT000599383	1	ENSG00000138185
TALONT000599409	1	ENSG00000138185
TALONT000599451	1	ENSG00000133961
TALONT000599469	1	ENSG00000133961
TALONT000599532	1	ENSG00000138185
TALONT000599546	1	ENSG00000138185
TALONT000599604	1	ENSG00000138185
TALONT000599626	1	ENSG00000138185
TALONT000599640	1	ENSG00000138185
TALONT000599689	1	ENSG00000133961
TALONT000599822	1	ENSG00000138185
TALONT000599839	1	ENSG00000138185
TALONT000599945	1	ENSG00000138185
TALONT000601452	1	ENSG00000243667
TALONT000601762	1	ENSG00000243667
TALONT000602225	1	ENSG00000119725
TALONT000602232	1	ENSG00000119725
TALONT000602259	1	ENSG00000119725
TALONT000602268	1	ENSG00000119725
TALONT000602306	1	ENSG00000119725
TALONT000602337	1	ENSG00000119725
TALONT000602344	1	ENSG00000119725
TALONT000602359	1	ENSG00000090097
TALONT000602377	1	ENSG00000119725
TALONT000602378	1	ENSG00000090097
TALONT000602386	1	ENSG00000119725
TALONT000602390	1	ENSG00000090097
TALONT000602408	1	ENSG00000119725
TALONT000602419	1	ENSG00000119725
TALONT000602431	1	ENSG00000090097
TALONT000602466	1	ENSG00000119725
TALONT000602500	1	ENSG00000090097
TALONT000602556	1	ENSG00000090097
TALONT000602569	1	ENSG00000090097
TALONT000602589	1	ENSG00000119725
TALONT000602595	1	ENSG00000090097
TALONT000602646	1	ENSG00000090097
TALONT000602764	1	ENSG00000090097
TALONT000602779	1	ENSG00000090097
TALONT000602821	1	ENSG00000090097
TALONT000603181	1	ENSG00000090097
TALONT000603278	1	ENSG00000119725
TALONT000603283	1	ENSG00000119725
TALONT000603296	1	ENSG00000119725
TALONT000603304	1	ENSG00000119725
TALONT000603334	1	ENSG00000119725
TALONT000603716	1	ENSG00000114779
TALONT000603832	1	ENSG00000137817
TALONT000603844	1	ENSG00000137817
TALONT000603849	1	ENSG00000137817
TALONT000603860	1	ENSG00000137817
TALONT000603864	1	ENSG00000137817
TALONT000603875	1	ENSG00000137817
TALONT000603884	1	ENSG00000137817
TALONT000603890	1	ENSG00000137817
TALONT000603912	1	ENSG00000137817
TALONT000603916	1	ENSG00000137817
TALONT000603921	1	ENSG00000137817
TALONT000603949	1	ENSG00000137817
TALONT000603976	1	ENSG00000137817
TALONT000603979	1	ENSG00000248487
TALONT000603992	1	ENSG00000137817
TALONT000603996	1	ENSG00000248487
TALONT000604007	1	ENSG00000248487
TALONT000604012	1	ENSG00000248487
TALONT000604025	1	ENSG00000137817
TALONT000604048	1	ENSG00000137817
TALONT000604173	1	ENSG00000137817
TALONT000604197	1	ENSG00000137817
TALONT000604286	1	ENSG00000137817
TALONT000604288	1	ENSG00000248487
TALONT000604325	1	ENSG00000137817
TALONT000604358	1	ENSG00000248487
TALONT000604375	1	ENSG00000243989
TALONT000604536	1	ENSG00000243989
TALONT000604750	1	ENSG00000137817
TALONT000605261	1	ENSG00000213614
TALONT000605280	1	ENSG00000186654
TALONT000605287	1	ENSG00000186654
TALONT000605298	1	ENSG00000213614
TALONT000605317	1	ENSG00000186654
TALONT000605375	1	ENSG00000186654
TALONT000605394	1	ENSG00000213614
