Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Pancreatic secretion	1/98	9.982617e-01	9.999950e-01	0	0	1.535687e-01	2.671787e-04	PLA2G2E
KEGG_2019_Human	Spliceosome	2/134	9.983269e-01	9.999950e-01	0	0	2.254560e-01	3.775160e-04	RBMXL3;RBMXL2
KEGG_2019_Human	Progesterone-mediated oocyte maturation	1/99	9.983710e-01	9.999950e-01	0	0	1.519935e-01	2.478036e-04	PRKACG
KEGG_2019_Human	HIF-1 signaling pathway	1/100	9.984734e-01	9.999950e-01	0	0	1.504502e-01	2.298592e-04	PDHA2
KEGG_2019_Human	Inflammatory mediator regulation of TRP channels	1/100	9.984734e-01	9.999950e-01	0	0	1.504502e-01	2.298592e-04	PRKACG
KEGG_2019_Human	Melanogenesis	1/101	9.985693e-01	9.999950e-01	0	0	1.489377e-01	2.132378e-04	PRKACG
KEGG_2019_Human	Apelin signaling pathway	2/137	9.985955e-01	9.999950e-01	0	0	2.204103e-01	3.097773e-04	PRKACG;BECN2
KEGG_2019_Human	Longevity regulating pathway	1/102	9.986592e-01	9.999950e-01	0	0	1.474552e-01	1.978399e-04	PRKACG
KEGG_2019_Human	C-type lectin receptor signaling pathway	1/104	9.988224e-01	9.999950e-01	0	0	1.445764e-01	1.703538e-04	PPP3R2
KEGG_2019_Human	Parathyroid hormone synthesis, secretion and action	1/106	9.989657e-01	9.999950e-01	0	0	1.418074e-01	1.467478e-04	PRKACG
KEGG_2019_Human	Adrenergic signaling in cardiomyocytes	2/145	9.991207e-01	9.999950e-01	0	0	2.079903e-01	1.829740e-04	PRKACG;PPP2R3B
KEGG_2019_Human	Breast cancer	2/147	9.992180e-01	9.999950e-01	0	0	2.050994e-01	1.604406e-04	FGF3;CSNK1A1L
KEGG_2019_Human	Cholinergic synapse	1/112	9.992990e-01	9.999950e-01	0	0	1.340990e-01	9.403380e-05	PRKACG
KEGG_2019_Human	Gastric cancer	2/149	9.993047e-01	9.999950e-01	0	0	2.022871e-01	1.406950e-04	FGF3;CSNK1A1L
KEGG_2019_Human	Oxytocin signaling pathway	2/153	9.994505e-01	9.999950e-01	0	0	1.968862e-01	1.082275e-04	PPP3R2;PRKACG
KEGG_2019_Human	Thyroid hormone signaling pathway	1/116	9.994590e-01	9.999950e-01	0	0	1.294069e-01	7.002988e-05	PRKACG
KEGG_2019_Human	Calcium signaling pathway	3/188	9.995355e-01	9.999950e-01	0	0	2.408043e-01	1.118910e-04	PPP3R2;PRKACG;SLC25A6
KEGG_2019_Human	Human T-cell leukemia virus 1 infection	4/219	9.995703e-01	9.999950e-01	0	0	2.760460e-01	1.186446e-04	PPP3R2;PTTG2;PRKACG;SLC25A6
KEGG_2019_Human	AMPK signaling pathway	1/120	9.995823e-01	9.999950e-01	0	0	1.250302e-01	5.223559e-05	PPP2R3B
KEGG_2019_Human	Cellular senescence	2/160	9.996361e-01	9.999950e-01	0	0	1.880926e-01	6.846012e-05	PPP3R2;SLC25A6
KEGG_2019_Human	Cell cycle	1/124	9.996774e-01	9.999950e-01	0	0	1.209382e-01	3.902564e-05	PTTG2
KEGG_2019_Human	Osteoclast differentiation	1/127	9.997341e-01	9.999950e-01	0	0	1.180397e-01	3.139557e-05	PPP3R2
KEGG_2019_Human	cGMP-PKG signaling pathway	2/166	9.997444e-01	9.999950e-01	0	0	1.811526e-01	4.630288e-05	PPP3R2;SLC25A6
KEGG_2019_Human	Hepatocellular carcinoma	2/168	9.997728e-01	9.999950e-01	0	0	1.789508e-01	4.066032e-05	GSTA5;CSNK1A1L
KEGG_2019_Human	FoxO signaling pathway	1/132	9.998071e-01	9.999950e-01	0	0	1.135039e-01	2.189713e-05	C8ORF44-SGK3
KEGG_2019_Human	Alzheimer disease	2/171	9.998095e-01	9.999950e-01	0	0	1.757458e-01	3.347434e-05	COX8C;PPP3R2
KEGG_2019_Human	Oxidative phosphorylation	1/133	9.998191e-01	9.999950e-01	0	0	1.126380e-01	2.038218e-05	COX8C
KEGG_2019_Human	Insulin signaling pathway	1/137	9.998598e-01	9.999950e-01	0	0	1.093016e-01	1.532118e-05	PRKACG
KEGG_2019_Human	Fluid shear stress and atherosclerosis	1/139	9.998766e-01	9.999950e-01	0	0	1.077059e-01	1.329522e-05	GSTA5
KEGG_2019_Human	Retrograde endocannabinoid signaling	1/148	9.999299e-01	9.999950e-01	0	0	1.010628e-01	7.085663e-06	PRKACG
KEGG_2019_Human	Non-alcoholic fatty liver disease (NAFLD)	1/149	9.999341e-01	9.999950e-01	0	0	1.003745e-01	6.614206e-06	COX8C
KEGG_2019_Human	Chemokine signaling pathway	2/190	9.999368e-01	9.999950e-01	0	0	1.578227e-01	9.971186e-06	CCL25;PRKACG
KEGG_2019_Human	Huntington disease	2/193	9.999467e-01	9.999950e-01	0	0	1.553187e-01	8.278523e-06	COX8C;SLC25A6
KEGG_2019_Human	Cushing syndrome	1/155	9.999544e-01	9.999950e-01	0	0	9.643272e-02	4.401220e-06	PRKACG
KEGG_2019_Human	Ras signaling pathway	3/232	9.999577e-01	9.999950e-01	0	0	1.940751e-01	8.207963e-06	PLA2G2E;PRKACG;FGF3
KEGG_2019_Human	Rap1 signaling pathway	2/206	9.999738e-01	9.999950e-01	0	0	1.453190e-01	3.810983e-06	PFN3;FGF3
KEGG_2019_Human	Protein processing in endoplasmic reticulum	1/165	9.999746e-01	9.999950e-01	0	0	9.050397e-02	2.298760e-06	ATXN3L
KEGG_2019_Human	Regulation of actin cytoskeleton	2/214	9.999825e-01	9.999950e-01	0	0	1.397750e-01	2.452416e-06	PFN3;FGF3
KEGG_2019_Human	Axon guidance	1/181	9.999888e-01	9.999950e-01	0	0	8.238818e-02	9.229376e-07	PPP3R2
KEGG_2019_Human	Transcriptional misregulation in cancer	1/186	9.999909e-01	9.999950e-01	0	0	8.013988e-02	7.269909e-07	IL3
KEGG_2019_Human	Thermogenesis	2/231	9.999913e-01	9.999950e-01	0	0	1.292800e-01	1.118987e-06	COX8C;PRKACG
KEGG_2019_Human	Endocytosis	2/244	9.999940e-01	9.999950e-01	0	0	1.222493e-01	7.362871e-07	CAPZA3;IZUMO1R
KEGG_2019_Human	Viral carcinogenesis	1/201	9.999943e-01	9.999950e-01	0	0	7.406949e-02	4.197773e-07	PRKACG
KEGG_2019_Human	Proteoglycans in cancer	1/201	9.999943e-01	9.999950e-01	0	0	7.406949e-02	4.197773e-07	PRKACG
KEGG_2019_Human	MAPK signaling pathway	3/295	9.999950e-01	9.999950e-01	0	0	1.516849e-01	7.653789e-07	PPP3R2;PRKACG;FGF3
