Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Cardiac muscle contraction	1/87	9.964493e-01	9.999961e-01	0	0	1.733134e-01	6.164841e-04	COX8C
KEGG_2021_Human	ECM-receptor interaction	1/88	9.966725e-01	9.999961e-01	0	0	1.713121e-01	5.709877e-04	GP5
KEGG_2021_Human	Gap junction	1/88	9.966725e-01	9.999961e-01	0	0	1.713121e-01	5.709877e-04	PRKACG
KEGG_2021_Human	GABAergic synapse	1/89	9.968817e-01	9.999961e-01	0	0	1.693563e-01	5.289227e-04	PRKACG
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	9.968817e-01	9.999961e-01	0	0	1.693563e-01	5.289227e-04	PPP3R2
KEGG_2021_Human	Platelet activation	2/124	9.970105e-01	9.999961e-01	0	0	2.440670e-01	7.307281e-04	PRKACG;GP5
KEGG_2021_Human	Herpes simplex virus 1 infection	18/498	9.970167e-01	9.999961e-01	0	0	5.546660e-01	1.657203e-03	IFNA5;IFNA4;IFNA13;IFNA7;IFNA14;IFNA6;ZNF705D;IFNA1;IFNA16;IFNA17;IFNA8;ZNF729;ZNF716;ZNF735;ZNF679;ZNF479;IFNA10;IFNA21
KEGG_2021_Human	Morphine addiction	1/91	9.972615e-01	9.999961e-01	0	0	1.655751e-01	4.540457e-04	PRKACG
KEGG_2021_Human	Rheumatoid arthritis	1/93	9.975950e-01	9.999961e-01	0	0	1.619583e-01	3.899722e-04	IL17A
KEGG_2021_Human	Ribosome	3/158	9.976278e-01	9.999961e-01	0	0	2.878761e-01	6.837102e-04	RPS4Y2;RPL10L;MRPS5
KEGG_2021_Human	Purine metabolism	2/129	9.977623e-01	9.999961e-01	0	0	2.343952e-01	5.250988e-04	NT5C1B-RDH14;PRPS1L1
KEGG_2021_Human	Relaxin signaling pathway	2/129	9.977623e-01	9.999961e-01	0	0	2.343952e-01	5.250988e-04	PRKACG;RXFP3
KEGG_2021_Human	Dilated cardiomyopathy	1/96	9.980207e-01	9.999961e-01	0	0	1.568186e-01	3.106989e-04	PRKACG
KEGG_2021_Human	Dopaminergic synapse	2/132	9.981203e-01	9.999961e-01	0	0	2.289491e-01	4.307578e-04	PRKACG;PPP2R3B
KEGG_2021_Human	Circadian entrainment	1/97	9.981451e-01	9.999961e-01	0	0	1.551767e-01	2.881015e-04	PRKACG
KEGG_2021_Human	Vascular smooth muscle contraction	2/133	9.982266e-01	9.999961e-01	0	0	2.271892e-01	4.032554e-04	PLA2G2E;PRKACG
KEGG_2021_Human	Aldosterone synthesis and secretion	1/98	9.982617e-01	9.999961e-01	0	0	1.535687e-01	2.671787e-04	PRKACG
KEGG_2021_Human	Glycerophospholipid metabolism	1/98	9.982617e-01	9.999961e-01	0	0	1.535687e-01	2.671787e-04	PLA2G2E
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	1/98	9.982617e-01	9.999961e-01	0	0	1.535687e-01	2.671787e-04	PRKACG
KEGG_2021_Human	Transcriptional misregulation in cancer	4/192	9.982765e-01	9.999961e-01	0	0	3.161508e-01	5.453599e-04	IL3;DEFA5;H3C3;H3C2
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	1/100	9.984734e-01	9.999961e-01	0	0	1.504502e-01	2.298592e-04	CCL25
KEGG_2021_Human	Melanogenesis	1/101	9.985693e-01	9.999961e-01	0	0	1.489377e-01	2.132378e-04	PRKACG
KEGG_2021_Human	Apelin signaling pathway	2/137	9.985955e-01	9.999961e-01	0	0	2.204103e-01	3.097773e-04	PRKACG;BECN2
KEGG_2021_Human	Autophagy	2/137	9.985955e-01	9.999961e-01	0	0	2.204103e-01	3.097773e-04	PRKACG;BECN2
KEGG_2021_Human	Amoebiasis	1/102	9.986592e-01	9.999961e-01	0	0	1.474552e-01	1.978399e-04	PRKACG
KEGG_2021_Human	Longevity regulating pathway	1/102	9.986592e-01	9.999961e-01	0	0	1.474552e-01	1.978399e-04	PRKACG
KEGG_2021_Human	Pancreatic secretion	1/102	9.986592e-01	9.999961e-01	0	0	1.474552e-01	1.978399e-04	PLA2G2E
KEGG_2021_Human	Pathogenic Escherichia coli infection	4/197	9.986634e-01	9.999961e-01	0	0	3.078774e-01	4.117871e-04	CLDN25;CLDN24;CLDN34;CLDN17
KEGG_2021_Human	C-type lectin receptor signaling pathway	1/104	9.988224e-01	9.999961e-01	0	0	1.445764e-01	1.703538e-04	PPP3R2
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	1/106	9.989657e-01	9.999961e-01	0	0	1.418074e-01	1.467478e-04	PRKACG
KEGG_2021_Human	Diabetic cardiomyopathy	4/203	9.990168e-01	9.999961e-01	0	0	2.984981e-01	2.936298e-04	COX8C;PDHA2;MPC1L;SLC25A6
KEGG_2021_Human	Breast cancer	2/147	9.992180e-01	9.999961e-01	0	0	2.050994e-01	1.604406e-04	FGF3;CSNK1A1L
KEGG_2021_Human	Gastric cancer	2/149	9.993047e-01	9.999961e-01	0	0	2.022871e-01	1.406950e-04	FGF3;CSNK1A1L
KEGG_2021_Human	Cholinergic synapse	1/113	9.993430e-01	9.999961e-01	0	0	1.328945e-01	8.734137e-05	PRKACG
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	2/150	9.993444e-01	9.999961e-01	0	0	2.009095e-01	1.317579e-04	PRKACG;PPP2R3B
KEGG_2021_Human	Spliceosome	2/150	9.993444e-01	9.999961e-01	0	0	2.009095e-01	1.317579e-04	RBMXL3;RBMXL2
KEGG_2021_Human	Chemical carcinogenesis	5/239	9.993642e-01	9.999961e-01	0	0	3.169687e-01	2.015899e-04	GSTA5;PRKACG;UGT1A5;UGT1A3;FGF3
KEGG_2021_Human	Oxytocin signaling pathway	2/154	9.994819e-01	9.999961e-01	0	0	1.955804e-01	1.013636e-04	PPP3R2;PRKACG
KEGG_2021_Human	Cellular senescence	2/156	9.995394e-01	9.999961e-01	0	0	1.930196e-01	8.892203e-05	PPP3R2;SLC25A6
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	4/219	9.995703e-01	9.999961e-01	0	0	2.760460e-01	1.186446e-04	PPP3R2;PTTG2;PRKACG;SLC25A6
KEGG_2021_Human	AMPK signaling pathway	1/120	9.995823e-01	9.999961e-01	0	0	1.250302e-01	5.223559e-05	PPP2R3B
KEGG_2021_Human	Thyroid hormone signaling pathway	1/121	9.996084e-01	9.999961e-01	0	0	1.239816e-01	4.855631e-05	PRKACG
KEGG_2021_Human	Cell cycle	1/124	9.996774e-01	9.999961e-01	0	0	1.209382e-01	3.902564e-05	PTTG2
KEGG_2021_Human	Osteoclast differentiation	1/127	9.997341e-01	9.999961e-01	0	0	1.180397e-01	3.139557e-05	PPP3R2
KEGG_2021_Human	cGMP-PKG signaling pathway	2/167	9.997590e-01	9.999961e-01	0	0	1.800451e-01	4.338876e-05	PPP3R2;SLC25A6
KEGG_2021_Human	Hepatocellular carcinoma	2/168	9.997728e-01	9.999961e-01	0	0	1.789508e-01	4.066032e-05	GSTA5;CSNK1A1L
KEGG_2021_Human	Oxidative phosphorylation	1/133	9.998191e-01	9.999961e-01	0	0	1.126380e-01	2.038218e-05	COX8C
KEGG_2021_Human	Calcium signaling pathway	4/240	9.998565e-01	9.999961e-01	0	0	2.511976e-01	3.605430e-05	PPP3R2;PRKACG;FGF3;SLC25A6
KEGG_2021_Human	Insulin signaling pathway	1/137	9.998598e-01	9.999961e-01	0	0	1.093016e-01	1.532118e-05	PRKACG
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	9.998766e-01	9.999961e-01	0	0	1.077059e-01	1.329522e-05	GSTA5
KEGG_2021_Human	Shigellosis	4/246	9.998950e-01	9.999961e-01	0	0	2.448901e-01	2.571991e-05	BECN2;H3C3;H3C2;PFN3
KEGG_2021_Human	Retrograde endocannabinoid signaling	1/148	9.999299e-01	9.999961e-01	0	0	1.010628e-01	7.085663e-06	PRKACG
KEGG_2021_Human	Chemokine signaling pathway	2/192	9.999436e-01	9.999961e-01	0	0	1.561446e-01	8.806170e-06	CCL25;PRKACG
KEGG_2021_Human	Cushing syndrome	1/155	9.999544e-01	9.999961e-01	0	0	9.643272e-02	4.401220e-06	PRKACG
KEGG_2021_Human	Non-alcoholic fatty liver disease	1/155	9.999544e-01	9.999961e-01	0	0	9.643272e-02	4.401220e-06	COX8C
KEGG_2021_Human	Ras signaling pathway	3/232	9.999577e-01	9.999961e-01	0	0	1.940751e-01	8.207963e-06	PLA2G2E;PRKACG;FGF3
KEGG_2021_Human	Prion disease	4/273	9.999728e-01	9.999961e-01	0	0	2.199886e-01	5.981320e-06	COX8C;PPP3R2;PRKACG;SLC25A6
KEGG_2021_Human	Rap1 signaling pathway	2/210	9.999786e-01	9.999961e-01	0	0	1.424937e-01	3.043620e-06	PFN3;FGF3
KEGG_2021_Human	Parkinson disease	3/249	9.999817e-01	9.999961e-01	0	0	1.804976e-01	3.306992e-06	COX8C;PRKACG;SLC25A6
KEGG_2021_Human	Protein processing in endoplasmic reticulum	1/171	9.999817e-01	9.999961e-01	0	0	8.728153e-02	1.596275e-06	ATXN3L
KEGG_2021_Human	Regulation of actin cytoskeleton	2/218	9.999854e-01	9.999961e-01	0	0	1.371569e-01	1.996654e-06	PFN3;FGF3
KEGG_2021_Human	Axon guidance	1/182	9.999893e-01	9.999961e-01	0	0	8.192858e-02	8.781071e-07	PPP3R2
KEGG_2021_Human	Thermogenesis	2/232	9.999916e-01	9.999961e-01	0	0	1.287109e-01	1.077146e-06	COX8C;PRKACG
KEGG_2021_Human	Huntington disease	4/306	9.999922e-01	9.999961e-01	0	0	1.956002e-01	1.528357e-06	COX8C;GPX6;BECN2;SLC25A6
KEGG_2021_Human	Amyotrophic lateral sclerosis	5/364	9.999948e-01	9.999961e-01	0	0	2.052086e-01	1.070835e-06	COX8C;PPP3R2;GPX6;BECN2;PFN3
KEGG_2021_Human	Proteoglycans in cancer	1/205	9.999948e-01	9.999961e-01	0	0	7.260148e-02	3.781325e-07	PRKACG
KEGG_2021_Human	Endocytosis	2/252	9.999948e-01	9.999961e-01	0	0	1.182862e-01	6.156443e-07	CAPZA3;IZUMO1R
KEGG_2021_Human	MAPK signaling pathway	3/294	9.999949e-01	9.999961e-01	0	0	1.522144e-01	7.764449e-07	PPP3R2;PRKACG;FGF3
KEGG_2021_Human	Alzheimer disease	5/369	9.999950e-01	9.999961e-01	0	0	2.023347e-01	1.017392e-06	COX8C;PPP3R2;BECN2;CSNK1A1L;SLC25A6
KEGG_2021_Human	Pathways of neurodegeneration	7/475	9.999952e-01	9.999961e-01	0	0	2.194252e-01	1.050522e-06	ATXN3L;COX8C;PPP3R2;GPX6;BECN2;CSNK1A1L;SLC25A6
KEGG_2021_Human	Salmonella infection	1/249	9.999961e-01	9.999961e-01	0	0	5.957887e-02	2.342131e-07	PFN3
