Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	sodium channel regulator activity (GO:0017080)	1/37	9.089238e-01	9.999961e-01	0	0	4.151358e-01	3.964299e-02	PRSS41
GO_Molecular_Function_2021	calcium channel regulator activity (GO:0005246)	1/37	9.089238e-01	9.999961e-01	0	0	4.151358e-01	3.964299e-02	CABP2
GO_Molecular_Function_2021	N-acyltransferase activity (GO:0016410)	1/39	9.199980e-01	9.999961e-01	0	0	3.932445e-01	3.279021e-02	GLYATL1B
GO_Molecular_Function_2021	sulfotransferase activity (GO:0008146)	1/40	9.250198e-01	9.999961e-01	0	0	3.831408e-01	2.986204e-02	SULT6B1
GO_Molecular_Function_2021	cysteine-type endopeptidase inhibitor activity (GO:0004869)	1/40	9.250198e-01	9.999961e-01	0	0	3.831408e-01	2.986204e-02	CSN2
GO_Molecular_Function_2021	proton transmembrane transporter activity (GO:0015078)	1/40	9.250198e-01	9.999961e-01	0	0	3.831408e-01	2.986204e-02	OTOP1
GO_Molecular_Function_2021	signal sequence binding (GO:0005048)	1/42	9.341382e-01	9.999961e-01	0	0	3.644121e-01	2.482773e-02	POM121L12
GO_Molecular_Function_2021	S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	1/43	9.382730e-01	9.999961e-01	0	0	3.557166e-01	2.266426e-02	ASMT
GO_Molecular_Function_2021	single-stranded RNA binding (GO:0003727)	1/45	9.457806e-01	9.999961e-01	0	0	3.395113e-01	1.892593e-02	ZCCHC13
GO_Molecular_Function_2021	chemokine activity (GO:0008009)	1/46	9.491850e-01	9.999961e-01	0	0	3.319489e-01	1.731165e-02	CCL25
GO_Molecular_Function_2021	G protein-coupled receptor binding (GO:0001664)	5/143	9.495720e-01	9.999961e-01	0	0	5.402557e-01	2.795492e-02	CCL25;RTP5;GNAT1;ARR3;GPHB5
GO_Molecular_Function_2021	metallopeptidase activity (GO:0008237)	4/121	9.497104e-01	9.999961e-01	0	0	5.099464e-01	2.631230e-02	MMP27;ADAM20;ADAM7;ADAM30
GO_Molecular_Function_2021	ribosome binding (GO:0043022)	1/48	9.553663e-01	9.999961e-01	0	0	3.177894e-01	1.451040e-02	GTPBP6
GO_Molecular_Function_2021	acetylglucosaminyltransferase activity (GO:0008375)	1/48	9.553663e-01	9.999961e-01	0	0	3.177894e-01	1.451040e-02	PIGY
GO_Molecular_Function_2021	cation transmembrane transporter activity (GO:0008324)	1/48	9.553663e-01	9.999961e-01	0	0	3.177894e-01	1.451040e-02	SLC25A2
GO_Molecular_Function_2021	methyltransferase activity (GO:0008168)	1/50	9.607962e-01	9.999961e-01	0	0	3.047858e-01	1.218928e-02	ASMT
GO_Molecular_Function_2021	chemokine receptor binding (GO:0042379)	1/50	9.607962e-01	9.999961e-01	0	0	3.047858e-01	1.218928e-02	CCL25
GO_Molecular_Function_2021	potassium channel regulator activity (GO:0015459)	1/50	9.607962e-01	9.999961e-01	0	0	3.047858e-01	1.218928e-02	LRRC52
GO_Molecular_Function_2021	polyubiquitin modification-dependent protein binding (GO:0031593)	1/51	9.632583e-01	9.999961e-01	0	0	2.986741e-01	1.118046e-02	UBQLNL
GO_Molecular_Function_2021	L-amino acid transmembrane transporter activity (GO:0015179)	1/53	9.677287e-01	9.999961e-01	0	0	2.871559e-01	9.419709e-03	SLC25A2
GO_Molecular_Function_2021	phosphoric ester hydrolase activity (GO:0042578)	1/53	9.677287e-01	9.999961e-01	0	0	2.871559e-01	9.419709e-03	PLCXD1
GO_Molecular_Function_2021	voltage-gated potassium channel activity (GO:0005249)	2/82	9.680586e-01	9.999961e-01	0	0	3.730416e-01	1.210992e-02	KCNK18;LRRC52
GO_Molecular_Function_2021	pyrophosphatase activity (GO:0016462)	1/54	9.697558e-01	9.999961e-01	0	0	2.817228e-01	8.651999e-03	ASMTL
GO_Molecular_Function_2021	microtubule motor activity (GO:0003777)	1/56	9.734361e-01	9.999961e-01	0	0	2.714493e-01	7.308260e-03	KIF2B
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)	1/57	9.751048e-01	9.999961e-01	0	0	2.665877e-01	6.720753e-03	ACER1
GO_Molecular_Function_2021	sterol binding (GO:0032934)	1/60	9.795084e-01	9.999961e-01	0	0	2.529918e-01	5.238059e-03	SCP2D1
GO_Molecular_Function_2021	potassium channel activity (GO:0005267)	2/91	9.805411e-01	9.999961e-01	0	0	3.351566e-01	6.586072e-03	KCNK18;LRRC52
GO_Molecular_Function_2021	protein serine/threonine phosphatase activity (GO:0004722)	1/62	9.820026e-01	9.999961e-01	0	0	2.446708e-01	4.443549e-03	CDC14C
GO_Molecular_Function_2021	methylation-dependent protein binding (GO:0140034)	1/63	9.831335e-01	9.999961e-01	0	0	2.407116e-01	4.094597e-03	CDY1
GO_Molecular_Function_2021	PDZ domain binding (GO:0030165)	1/63	9.831335e-01	9.999961e-01	0	0	2.407116e-01	4.094597e-03	TMEM88B
GO_Molecular_Function_2021	motor activity (GO:0003774)	1/66	9.861176e-01	9.999961e-01	0	0	2.295650e-01	3.209243e-03	KIF2B
GO_Molecular_Function_2021	GDP binding (GO:0019003)	1/67	9.869900e-01	9.999961e-01	0	0	2.260746e-01	2.960520e-03	GNAT1
GO_Molecular_Function_2021	methylated histone binding (GO:0035064)	1/68	9.878077e-01	9.999961e-01	0	0	2.226885e-01	2.731771e-03	CDY1
GO_Molecular_Function_2021	ubiquitin-like protein ligase activity (GO:0061659)	9/270	9.892084e-01	9.999961e-01	0	0	5.124182e-01	5.559886e-03	TRIM64C;ZNRF4;ZBED1;TRIM48;CBLL2;TRIM64;TRIM49C;RNF133;TRIM77
GO_Molecular_Function_2021	phospholipase activity (GO:0004620)	1/73	9.911871e-01	9.999961e-01	0	0	2.071685e-01	1.833850e-03	PLA2G2E
GO_Molecular_Function_2021	protein tyrosine phosphatase activity (GO:0004725)	1/74	9.917411e-01	9.999961e-01	0	0	2.043197e-01	1.694466e-03	CDC14C
GO_Molecular_Function_2021	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	1/75	9.922603e-01	9.999961e-01	0	0	2.015478e-01	1.565995e-03	GK2
GO_Molecular_Function_2021	acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747)	1/76	9.927468e-01	9.999961e-01	0	0	1.988498e-01	1.447550e-03	GLYATL1B
GO_Molecular_Function_2021	kinase activity (GO:0016301)	2/112	9.940418e-01	9.999961e-01	0	0	2.708669e-01	1.618700e-03	PGK2;GK2
GO_Molecular_Function_2021	ubiquitin protein ligase activity (GO:0061630)	8/263	9.940462e-01	9.999961e-01	0	0	4.659768e-01	2.782601e-03	TRIM64C;ZNRF4;TRIM48;CBLL2;TRIM64;TRIM49C;RNF133;TRIM77
GO_Molecular_Function_2021	mRNA binding (GO:0003729)	8/263	9.940462e-01	9.999961e-01	0	0	4.659768e-01	2.782601e-03	RBMY1A1;ZCCHC13;ZC3H11B;RBMXL3;RBMXL2;DAZ4;DAZ3;DAZ2
GO_Molecular_Function_2021	ligand-gated cation channel activity (GO:0099094)	1/80	9.944059e-01	9.999961e-01	0	0	1.887411e-01	1.058802e-03	HTR3D
GO_Molecular_Function_2021	metalloendopeptidase activity (GO:0004222)	1/82	9.950872e-01	9.999961e-01	0	0	1.840611e-01	9.064825e-04	MMP27
GO_Molecular_Function_2021	UDP-glycosyltransferase activity (GO:0008194)	1/84	9.956856e-01	9.999961e-01	0	0	1.796066e-01	7.765789e-04	UGT1A3
GO_Molecular_Function_2021	carboxylic ester hydrolase activity (GO:0052689)	1/96	9.980207e-01	9.999961e-01	0	0	1.568186e-01	3.106989e-04	PLA2G2E
GO_Molecular_Function_2021	voltage-gated cation channel activity (GO:0022843)	1/97	9.981451e-01	9.999961e-01	0	0	1.551767e-01	2.881015e-04	LRRC52
GO_Molecular_Function_2021	cation channel activity (GO:0005261)	1/98	9.982617e-01	9.999961e-01	0	0	1.535687e-01	2.671787e-04	OTOP1
GO_Molecular_Function_2021	serine-type endopeptidase activity (GO:0004252)	1/105	9.988964e-01	9.999961e-01	0	0	1.431786e-01	1.581027e-04	TPSD1
GO_Molecular_Function_2021	organic anion transmembrane transporter activity (GO:0008514)	2/144	9.990676e-01	9.999961e-01	0	0	2.094662e-01	1.954075e-04	SLC25A2;MPC1L
GO_Molecular_Function_2021	phosphatase binding (GO:0019902)	1/114	9.993842e-01	9.999961e-01	0	0	1.317114e-01	8.113320e-05	CLEC12B
GO_Molecular_Function_2021	guanyl ribonucleotide binding (GO:0032561)	4/214	9.994428e-01	9.999961e-01	0	0	2.826947e-01	1.575651e-04	ARL5C;TUBB8B;CNGA2;GNAT1
GO_Molecular_Function_2021	protease binding (GO:0002020)	1/118	9.995247e-01	9.999961e-01	0	0	1.271811e-01	6.046984e-05	SEMG2
GO_Molecular_Function_2021	calcium ion binding (GO:0005509)	9/348	9.995475e-01	9.999961e-01	0	0	3.928521e-01	1.778114e-04	CRNN;S100A7A;PLA2G2E;CABP5;OCM;CSN2;CABS1;OCM2;OTOL1
GO_Molecular_Function_2021	hexosyltransferase activity (GO:0016758)	1/119	9.995544e-01	9.999961e-01	0	0	1.260966e-01	5.619931e-05	UGT1A3
GO_Molecular_Function_2021	GTP binding (GO:0005525)	3/189	9.995603e-01	9.999961e-01	0	0	2.394968e-01	1.053282e-04	ARL5C;TUBB8B;GNAT1
GO_Molecular_Function_2021	nuclear receptor binding (GO:0016922)	1/120	9.995823e-01	9.999961e-01	0	0	1.250302e-01	5.223559e-05	CRX
GO_Molecular_Function_2021	protein phosphatase binding (GO:0019903)	1/123	9.996559e-01	9.999961e-01	0	0	1.219360e-01	4.196980e-05	CLEC12B
GO_Molecular_Function_2021	serine-type peptidase activity (GO:0008236)	1/125	9.996975e-01	9.999961e-01	0	0	1.199565e-01	3.629185e-05	TPSD1
GO_Molecular_Function_2021	DNA-binding transcription factor binding (GO:0140297)	3/208	9.998456e-01	9.999961e-01	0	0	2.170771e-01	3.351540e-05	MKKS;CRX;TLE7
GO_Molecular_Function_2021	magnesium ion binding (GO:0000287)	1/146	9.999206e-01	9.999961e-01	0	0	1.024678e-01	8.137574e-06	TSSK1B
GO_Molecular_Function_2021	RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	2/190	9.999368e-01	9.999961e-01	0	0	1.578227e-01	9.971186e-06	MKKS;CRX
GO_Molecular_Function_2021	metal ion binding (GO:0046872)	13/517	9.999752e-01	9.999961e-01	0	0	3.794787e-01	9.405163e-06	PLA2G2E;RPEL1;TSSK1B;CABP5;CSN2;CABS1;MT4;OTOL1;S100A7A;CRNN;OCM;MT1B;OCM2
GO_Molecular_Function_2021	ubiquitin-protein transferase activity (GO:0004842)	8/392	9.999774e-01	9.999961e-01	0	0	3.072791e-01	6.946507e-06	TRIM64C;ZNRF4;TRIM48;TRIM64;CBLL2;TRIM49C;RNF133;TRIM77
GO_Molecular_Function_2021	GTPase activity (GO:0003924)	2/216	9.999840e-01	9.999961e-01	0	0	1.384537e-01	2.209749e-06	RAB41;GNAT1
GO_Molecular_Function_2021	small GTPase binding (GO:0031267)	1/175	9.999851e-01	9.999961e-01	0	0	8.525669e-02	1.269219e-06	TBC1D21
GO_Molecular_Function_2021	actin binding (GO:0003779)	1/177	9.999865e-01	9.999961e-01	0	0	8.427879e-02	1.137234e-06	PFN3
GO_Molecular_Function_2021	double-stranded DNA binding (GO:0003690)	17/651	9.999908e-01	9.999961e-01	0	0	3.929448e-01	3.609259e-06	BARHL1;PROP1;GSX1;BSX;CRX;DUX4;HSFY1;FERD3L;FOXR2;FOXR1;H1-6;TGIF2LX;TGIF2LY;DMRTC2;SHOX;ZBED1;HDGFL1
GO_Molecular_Function_2021	DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	5/333	9.999911e-01	9.999961e-01	0	0	2.249819e-01	2.012637e-06	ZNF729;SHOX;CRX;ZBED1;DUX4
GO_Molecular_Function_2021	protein heterodimerization activity (GO:0046982)	1/188	9.999916e-01	9.999961e-01	0	0	7.927423e-02	6.657837e-07	GPHB5
GO_Molecular_Function_2021	zinc ion binding (GO:0008270)	5/336	9.999917e-01	9.999961e-01	0	0	2.229065e-01	1.839049e-06	PRM2;SEMG2;ADAM30;TNP2;MT1B
GO_Molecular_Function_2021	ATP binding (GO:0005524)	3/278	9.999933e-01	9.999961e-01	0	0	1.612102e-01	1.072992e-06	TSSK1B;PGK2;PRPS1L1
GO_Molecular_Function_2021	RNA binding (GO:0003723)	19/1406	9.999936e-01	9.999961e-01	0	0	1.927133e-01	1.229312e-06	RBMY1A1;ZCCHC13;RBMY1F;HNRNPCL1;RBMY1E;RPS4Y2;HNRNPCL3;DCD;HNRNPCL4;DAZ2;AKAP17A;MRPS5;PRRC2B;USP17L24;ZC3H11B;RBMXL3;RBMXL2;RBMY1D;RBMY1B
GO_Molecular_Function_2021	RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	30/1359	9.999937e-01	9.999961e-01	0	0	3.214905e-01	2.033454e-06	BARHL1;FOXE3;ASCL3;ASCL4;CRX;DUX4;HSFY1;FERD3L;ZNF729;DMRTB1;ZBED1;ZNF723;FOXB2;ANHX;PROP1;GSX1;ZNF705D;BSX;KLF18;FOXL3;FOXD4L5;TAL2;ZNF716;TGIF2LX;TGIF2LY;DMRTC2;ZNF735;ZNF679;NOBOX;ZNF479
GO_Molecular_Function_2021	RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	25/1149	9.999939e-01	9.999961e-01	0	0	3.191943e-01	1.934466e-06	FOXE3;CRX;DUX4;HSFY1;ZNF729;DMRTB1;ZNF723;ZBED1;FOXB2;ANHX;PROP1;GSX1;BSX;KLF18;FOXL3;FOXD4L5;TAL2;ZNF716;TGIF2LX;TGIF2LY;DMRTC2;ZNF735;ZNF679;NOBOX;ZNF479
GO_Molecular_Function_2021	cis-regulatory region sequence-specific DNA binding (GO:0000987)	25/1149	9.999939e-01	9.999961e-01	0	0	3.191943e-01	1.934466e-06	FOXE3;CRX;DUX4;HSFY1;ZNF729;DMRTB1;ZNF723;ZBED1;FOXB2;ANHX;PROP1;GSX1;BSX;KLF18;FOXL3;FOXD4L5;TAL2;ZNF716;TGIF2LX;TGIF2LY;DMRTC2;ZNF735;ZNF679;NOBOX;ZNF479
GO_Molecular_Function_2021	sequence-specific DNA binding (GO:0043565)	17/707	9.999943e-01	9.999961e-01	0	0	3.599374e-01	2.041190e-06	BARHL1;FOXE3;PROP1;GSX1;BSX;CRX;DUX4;HSFY1;FERD3L;FOXR2;FOXR1;TGIF2LX;TGIF2LY;DMRTC2;SHOX;ZBED1;NOBOX
GO_Molecular_Function_2021	GTPase binding (GO:0051020)	1/201	9.999943e-01	9.999961e-01	0	0	7.406949e-02	4.197773e-07	TBC1D21
GO_Molecular_Function_2021	DNA binding (GO:0003677)	19/811	9.999944e-01	9.999961e-01	0	0	3.490589e-01	1.938272e-06	H4C7;FOXE3;ASCL3;GSX1;SPO11;H2BC1;H2AB2;HMGB4;H2AC18;H1-6;TAL2;SHOX;H2AP;ZBED1;NOBOX;H2BW1;TNP1;HDGFL1;H2BW2
GO_Molecular_Function_2021	sequence-specific double-stranded DNA binding (GO:1990837)	15/712	9.999946e-01	9.999961e-01	0	0	3.137726e-01	1.679359e-06	BARHL1;PROP1;GSX1;BSX;CRX;DUX4;HSFY1;FERD3L;FOXR2;FOXR1;TGIF2LX;TGIF2LY;DMRTC2;SHOX;ZBED1
GO_Molecular_Function_2021	protein homodimerization activity (GO:0042803)	6/636	9.999948e-01	9.999961e-01	0	0	1.383664e-01	7.132835e-07	SPPL2C;ASMT;DEFA5;UGT1A3;IL17F;PRPS1L1
GO_Molecular_Function_2021	transcription cis-regulatory region binding (GO:0000976)	7/549	9.999951e-01	9.999961e-01	0	0	1.886998e-01	9.320030e-07	BARHL1;ASCL3;ASCL4;ZNF705D;CRX;DUX4;FERD3L
GO_Molecular_Function_2021	protein kinase binding (GO:0019901)	1/506	9.999952e-01	9.999961e-01	0	0	2.885205e-02	1.390499e-07	GNAT1
GO_Molecular_Function_2021	purine ribonucleoside triphosphate binding (GO:0035639)	6/460	9.999953e-01	9.999961e-01	0	0	1.938715e-01	9.125118e-07	ARL5C;TSSK1B;TUBB8B;GNAT1;PGK2;PRPS1L1
GO_Molecular_Function_2021	kinase binding (GO:0019900)	1/461	9.999953e-01	9.999961e-01	0	0	3.175267e-02	1.487697e-07	GNAT1
GO_Molecular_Function_2021	transcription regulatory region nucleic acid binding (GO:0001067)	1/212	9.999953e-01	9.999961e-01	0	0	7.016641e-02	3.267224e-07	DUX4
GO_Molecular_Function_2021	transition metal ion binding (GO:0046914)	5/445	9.999954e-01	9.999961e-01	0	0	1.666940e-01	7.740979e-07	PRM2;SEMG2;ADAM30;TNP2;MT1B
GO_Molecular_Function_2021	adenyl ribonucleotide binding (GO:0032559)	3/306	9.999954e-01	9.999961e-01	0	0	1.460911e-01	6.757596e-07	TSSK1B;PGK2;PRPS1L1
GO_Molecular_Function_2021	protein serine/threonine kinase activity (GO:0004674)	2/344	9.999957e-01	9.999961e-01	0	0	8.603643e-02	3.681261e-07	TSSK1B;CSNK1A1L
GO_Molecular_Function_2021	nucleoside-triphosphatase activity (GO:0017111)	2/278	9.999957e-01	9.999961e-01	0	0	1.069927e-01	4.552723e-07	RAB41;GNAT1
GO_Molecular_Function_2021	GTPase activator activity (GO:0005096)	1/336	9.999958e-01	9.999961e-01	0	0	4.389872e-02	1.862344e-07	TBC1D21
GO_Molecular_Function_2021	tubulin binding (GO:0015631)	2/307	9.999958e-01	9.999961e-01	0	0	9.666758e-02	4.024621e-07	NLRP5;KIF2B
GO_Molecular_Function_2021	microtubule binding (GO:0008017)	1/232	9.999960e-01	9.999961e-01	0	0	6.402224e-02	2.576819e-07	KIF2B
GO_Molecular_Function_2021	GTPase regulator activity (GO:0030695)	1/233	9.999960e-01	9.999961e-01	0	0	6.374284e-02	2.557889e-07	TBC1D21
GO_Molecular_Function_2021	DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)	1/256	9.999961e-01	9.999961e-01	0	0	5.792144e-02	2.278703e-07	ZNF705D
