File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF292DAB	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CIL	CAGE	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-03-23	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF704WZM/, /files/ENCFF051TIK/	236596	ENCODE Processing Pipeline	10e64395ef37d89770d519c7d2c1ced7		https://www.encodeproject.org/files/ENCFF292DAB/@@download/ENCFF292DAB.bed.gz	V24			released	s3://encode-public/2016/09/26/cf3ff5e6-eef2-4e2d-a553-cf00fb1a5aa4/ENCFF292DAB.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF705ZBV	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJL	CAGE	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-03-23	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF373BNI/, /files/ENCFF241CGD/	338607	ENCODE Processing Pipeline	7159e676655f792a753dd9ec2ce1a9f6		https://www.encodeproject.org/files/ENCFF705ZBV/@@download/ENCFF705ZBV.bed.gz	V24			released	s3://encode-public/2016/08/04/99170470-10f8-4909-9a64-ca34e7bc2151/ENCFF705ZBV.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF299BVA	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJW	CAGE	/human-donors/ENCDO001AAA/	EFO:0006270	AG04450	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-12-22	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF150SXA/, /files/ENCFF521WNH/	269801	ENCODE Processing Pipeline	86c43a15293f0ff1114e8be0b7c7cb98		https://www.encodeproject.org/files/ENCFF299BVA/@@download/ENCFF299BVA.bed.gz	V24			released	s3://encode-public/2016/08/04/49f6a4c7-0cbf-42a4-afa6-90db80e0e073/ENCFF299BVA.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF465DOT	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJK	CAGE	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					forward	2011-12-22	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF885VJU/, /files/ENCFF220OWX/	229250	ENCODE Processing Pipeline	5ae6ea4fa420d1d92caf6f15cdd86c37		https://www.encodeproject.org/files/ENCFF465DOT/@@download/ENCFF465DOT.bed.gz	V24			released	s3://encode-public/2016/08/04/2e56fac1-d66d-431a-9116-2a59cf13d861/ENCFF465DOT.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF987QTC	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKL	CAGE	/human-donors/ENCDO139AAA/, /human-donors/ENCDO138AAA/	CL:2000078	placental pericyte	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF711IGY/, /files/ENCFF661APF/	13363	ENCODE Processing Pipeline	6c4b55ca709fa60aaa31b2b110ae3065		https://www.encodeproject.org/files/ENCFF987QTC/@@download/ENCFF987QTC.bed.gz	V24			released	s3://encode-public/2016/08/04/b4d1ecb3-ff26-421f-87fc-27e9b163688c/ENCFF987QTC.bed.gz	ENCODE3 GRCh38 V24	released	low replicate concordance, low read depth		extremely low read depth
ENCFF670BAV	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CLG	CAGE	/human-donors/ENCDO137AAA/, /human-donors/ENCDO136AAA/	CL:0002568	mesenchymal stem cell of Wharton's jelly	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF097BYE/, /files/ENCFF368UKA/	87069	ENCODE Processing Pipeline	5887ac6437586cb79cd9c3dbf481f84b		https://www.encodeproject.org/files/ENCFF670BAV/@@download/ENCFF670BAV.bed.gz	V24			released	s3://encode-public/2016/08/04/d52d529f-5c9e-45eb-ae9b-a41496017f62/ENCFF670BAV.bed.gz	ENCODE3 GRCh38 V24	released		insufficient read depth	
ENCFF299AYP	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJR	CAGE	/human-donors/ENCDO268AAA/	CL:0000312	keratinocyte	primary cell	Homo sapiens											polyadenylated mRNA					forward	2011-03-23	ENCODE		see document	>200	3, 4	3_1, 4_1							/files/ENCFF358BJX/, /files/ENCFF954LEX/	284705	ENCODE Processing Pipeline	bbda81fb329ee2e7bc18af2039b8d739		https://www.encodeproject.org/files/ENCFF299AYP/@@download/ENCFF299AYP.bed.gz	V24			released	s3://encode-public/2016/09/26/6123e307-94c5-4db4-9599-9160184d6195/ENCFF299AYP.bed.gz	ENCODE3 GRCh38 V24	released			
ENCFF831LFN	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKM	CAGE	/human-donors/ENCDO140AAA/, /human-donors/ENCDO141AAA/	CL:0002577	placental epithelial cell	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF006OJC/, /files/ENCFF993AQV/	2562	ENCODE Processing Pipeline	53b2809029e0e5680f112291fff8ac3a		https://www.encodeproject.org/files/ENCFF831LFN/@@download/ENCFF831LFN.bed.gz	V24			released	s3://encode-public/2016/08/04/036ff93b-75f0-4cb7-8dca-6dcac34e68f9/ENCFF831LFN.bed.gz	ENCODE3 GRCh38 V24	released	low replicate concordance		extremely low read depth
ENCFF173LDN	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKW	CAGE	/human-donors/ENCDO266AAA/, /human-donors/ENCDO265AAA/	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF483BGB/, /files/ENCFF695FNC/	166187	ENCODE Processing Pipeline	5d369c45c137679d3a58f6c9ea731d51		https://www.encodeproject.org/files/ENCFF173LDN/@@download/ENCFF173LDN.bed.gz	V24			released	s3://encode-public/2016/08/04/b5b3c915-2d50-4515-9ec9-164a95e1cb2c/ENCFF173LDN.bed.gz	ENCODE3 GRCh38 V24	released	inconsistent platforms, low read depth		
ENCFF539OEB	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKR	CAGE	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF662SOQ/, /files/ENCFF682RPY/	246808	ENCODE Processing Pipeline	ebe581e8b5a38923f0151cd1dd82ac5b		https://www.encodeproject.org/files/ENCFF539OEB/@@download/ENCFF539OEB.bed.gz	V24			released	s3://encode-public/2016/08/04/af4e1f41-2017-4e1d-a50c-b152809783b2/ENCFF539OEB.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF731BGT	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKQ	CAGE	/human-donors/ENCDO142AAA/, /human-donors/ENCDO143AAA/	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF867ULP/, /files/ENCFF551BIZ/	62983	ENCODE Processing Pipeline	fd72f6cc56a3c26ba96518db5766b6f4		https://www.encodeproject.org/files/ENCFF731BGT/@@download/ENCFF731BGT.bed.gz	V24			released	s3://encode-public/2016/08/04/fdf8b39f-add7-4791-8cbc-090f49fefa39/ENCFF731BGT.bed.gz	ENCODE3 GRCh38 V24	released		insufficient read depth	
ENCFF279LLF	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CJF	CAGE	/human-donors/ENCDO341AAA/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA					forward	2011-03-23	ENCODE		see document	>200	3, 4	3_1, 4_1							/files/ENCFF586TZT/, /files/ENCFF595VEL/	281027	ENCODE Processing Pipeline	8af512be208972d58e84b13c191a53f1		https://www.encodeproject.org/files/ENCFF279LLF/@@download/ENCFF279LLF.bed.gz	V24			released	s3://encode-public/2016/08/04/0a82336e-76fe-4f77-bcd7-55fa0c652566/ENCFF279LLF.bed.gz	ENCODE3 GRCh38 V24	released			
ENCFF046JPO	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CLA	CAGE	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	3, 4	3_1, 4_1							/files/ENCFF482TDT/, /files/ENCFF910KYK/	176110	ENCODE Processing Pipeline	7fdf769a0fdb4546bb335f91ac135c03		https://www.encodeproject.org/files/ENCFF046JPO/@@download/ENCFF046JPO.bed.gz	V24			released	s3://encode-public/2016/08/04/2ada2fb9-1cb1-4bf7-875e-256400ecd4b9/ENCFF046JPO.bed.gz	ENCODE3 GRCh38 V24	released	low read depth		
ENCFF295YAR	bed idr_peak	bed	idr_peak	transcription start sites	GRCh38	ENCSR000CKG	CAGE	/human-donors/ENCDO127AAA/, /human-donors/ENCDO128AAA/	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens											polyadenylated mRNA					forward	2012-05-02	ENCODE		see document	>200	1, 2	1_1, 2_1							/files/ENCFF438VES/, /files/ENCFF173SLN/	2989	ENCODE Processing Pipeline	16ed3e423dcb5b4b53e748d1960f26a4		https://www.encodeproject.org/files/ENCFF295YAR/@@download/ENCFF295YAR.bed.gz	V24			released	s3://encode-public/2016/08/04/aae6ce80-9c75-48f6-9432-e50fed8a9d7c/ENCFF295YAR.bed.gz	ENCODE3 GRCh38 V24	released	low replicate concordance		extremely low read depth
