experiment	library	status	lab	description	document_labels	document_urls	platform	RIN	spikeins	biosample_ontology	biosample_term	organism	subcellular_fraction
ENCSR084MKR	ENCLB378LQA	released	UCI	ENC4_233 - B6Cast F1 PND36_Female 03_Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.1	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR698DOB	ENCLB928FUQ	released	UCI	ENC4_219 - B6Cast F1 PND10_Male 03_Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.9	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR698DOB	ENCLB928FUQ	released	UCI	ENC4_219 - B6Cast F1 PND10_Male 03_Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.9	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR852HRM	ENCLB962ZUQ	released	UCI	ENC4_237 - B6Cast F1 PND 2 months_Female 03 _Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.5	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR852HRM	ENCLB962ZUQ	released	UCI	ENC4_237 - B6Cast F1 PND 2 months_Female 03 _Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.5	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR665XLM	ENCLB905VPT	released	UCI	ENC4_221 - B6Cast F1 PND10_Female 03_Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.4	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR665XLM	ENCLB905VPT	released	UCI	ENC4_221 - B6Cast F1 PND10_Female 03_Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.4	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR588IRT	ENCLB498ZID	released	UCI	ENC4_399a, ENC4_400a B6Cast F1 PND36_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR588IRT	ENCLB498ZID	released	UCI	ENC4_399a, ENC4_400a B6Cast F1 PND36_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR861RCH	ENCLB717VRE	released	UCI	ENC4_467, ENC4_468 B6Cast F1 PND 2 months Female 03 L. cortex	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR861RCH	ENCLB717VRE	released	UCI	ENC4_467, ENC4_468 B6Cast F1 PND 2 months Female 03 L. cortex	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR223AZQ	ENCLB605NIU	released	UCI	ENC4_407, ENC4_408 B6Cast F1 PND 18-20 months_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR223AZQ	ENCLB605NIU	released	UCI	ENC4_407, ENC4_408 B6Cast F1 PND 18-20 months_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR152PAT	ENCLB185DCT	released	UCI	ENC4_443, ENC4_444 hippocampus_B6Cast F1_18 - 20 months_male_6_ENC4_cDNA515	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR152PAT	ENCLB185DCT	released	UCI	ENC4_443, ENC4_444 hippocampus_B6Cast F1_18 - 20 months_male_6_ENC4_cDNA515	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR734WEK	ENCLB532CCA	released	UCI	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR734WEK	ENCLB532CCA	released	UCI	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR524XLA	ENCLB560WSN	released	UCI	ENC4_383a, ENC4_384a B6Cast F1 PND4_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR524XLA	ENCLB560WSN	released	UCI	ENC4_383a, ENC4_384a B6Cast F1 PND4_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR938RPH	ENCLB218ATL	released	UCI	ENC4_495, ENC4_496 heart_B6Cast F1 PND 2 months Female 03 heart_ENC4_cDNA607, cDNA608	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	8.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0000948/	heart	mouse	whole cell
ENCSR938RPH	ENCLB218ATL	released	UCI	ENC4_495, ENC4_496 heart_B6Cast F1 PND 2 months Female 03 heart_ENC4_cDNA607, cDNA608	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	8.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0000948/	heart	mouse	whole cell
ENCSR116DUT	ENCLB169UGQ	released	UCI	ENC4_405, ENC4_406 B6Cast F1 PND 18-20 months_Male Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR116DUT	ENCLB169UGQ	released	UCI	ENC4_405, ENC4_406 B6Cast F1 PND 18-20 months_Male Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR472CHU	ENCLB152AGW	released	UCI	ENC4_441, ENC4_442 hippocampus_B6Cast F1_18 - 20 months_female_6_ENC4_cDNA513	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR472CHU	ENCLB152AGW	released	UCI	ENC4_441, ENC4_442 hippocampus_B6Cast F1_18 - 20 months_female_6_ENC4_cDNA513	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR862DMK	ENCLB919LYF	released	UCI	ENC4_465, ENC4_466 B6Cast F1 PND 2 months Male 03 L. cortex	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	8.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR862DMK	ENCLB919LYF	released	UCI	ENC4_465, ENC4_466 B6Cast F1 PND 2 months Male 03 L. cortex	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	8.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR402DOZ	ENCLB926POT	released	UCI	ENC4_389a, ENC4_390a B6Cast F1 PND14 Males Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR402DOZ	ENCLB926POT	released	UCI	ENC4_389a, ENC4_390a B6Cast F1 PND14 Males Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR631KNS	ENCLB139KRK	released	UCI	ENC4_455, ENC4_456 B6Cast F1 PND14 3x Females 03 L. cortex	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR631KNS	ENCLB139KRK	released	UCI	ENC4_455, ENC4_456 B6Cast F1 PND14 3x Females 03 L. cortex	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR375EOW	ENCLB052PXO	released	UCI	ENC4_493, ENC4_494 heart_B6Cast F1 PND 2 months Male 03 heart_ENC4_cDNA605, cDNA606	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	8.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0000948/	heart	mouse	whole cell
ENCSR375EOW	ENCLB052PXO	released	UCI	ENC4_493, ENC4_494 heart_B6Cast F1 PND 2 months Male 03 heart_ENC4_cDNA605, cDNA606	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	8.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0000948/	heart	mouse	whole cell
ENCSR972DID	ENCLB051AUO	released	UCI	ENC4_439, ENC4_440 hippocampus_B6Cast F1_2 months_male_5_ENC4_cDNA511	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR972DID	ENCLB051AUO	released	UCI	ENC4_439, ENC4_440 hippocampus_B6Cast F1_2 months_male_5_ENC4_cDNA511	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR845IUJ	ENCLB198ETW	released	UCI	ENC4_401a, ENC4_402a B6Cast F1 PND 2 months_Male Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR845IUJ	ENCLB198ETW	released	UCI	ENC4_401a, ENC4_402a B6Cast F1 PND 2 months_Male Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR437WYC	ENCLB670XXR	released	UCI	ENC4_397a, ENC4_398a B6Cast F1 PND36_ Male Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR437WYC	ENCLB670XXR	released	UCI	ENC4_397a, ENC4_398a B6Cast F1 PND36_ Male Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
