experiment	description	simple_biosample_summary	file	output_type	file_size	bio_rep	tech_rep	name	species
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF352CGL	reads	706012119	1	1_1	ENCSR470HYQ_1_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF342HOS	reads	1149175846	2	2_1	ENCSR470HYQ_2_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF011BFA	reads	1294688044	3	3_1	ENCSR470HYQ_3_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF591RTN	unfiltered alignments	1413250989	2	2_1	ENCSR470HYQ_2_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF439BVT	alignments	478470024	3	3_1	ENCSR470HYQ_3_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF545CXA	alignments	271496732	1	1_1	ENCSR470HYQ_1_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF554PGV	unfiltered alignments	874878303	1	1_1	ENCSR470HYQ_1_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF295ZPV	unfiltered alignments	1593783243	3	3_1	ENCSR470HYQ_3_1	human
ENCSR470HYQ	ENC209, ENC210, ENC211 - H9 derived chondrocytes	female embryo (5 days)	ENCFF469ATL	alignments	426735880	2	2_1	ENCSR470HYQ_2_1	human
ENCSR994YZY	ENC4_53 W76 heart left ventricle	male adult (40 years)	ENCFF602MAI	reads	658616334	1	1_1	ENCSR994YZY_1_1	human
ENCSR994YZY	ENC4_53 W76 heart left ventricle	male adult (40 years)	ENCFF666QGE	unfiltered alignments	822157006	1	1_1	ENCSR994YZY_1_1	human
ENCSR994YZY	ENC4_53 W76 heart left ventricle	male adult (40 years)	ENCFF623IBV	alignments	241665333	1	1_1	ENCSR994YZY_1_1	human
ENCSR777CCI	ENC4_54 W78 left ventricle myocardium superior	male adult (60 years)	ENCFF624IQY	reads	834422860	1	1_1	ENCSR777CCI_1_1	human
ENCSR777CCI	ENC4_54 W78 left ventricle myocardium superior	male adult (60 years)	ENCFF850YMO	alignments	290127350	1	1_1	ENCSR777CCI_1_1	human
ENCSR777CCI	ENC4_54 W78 left ventricle myocardium superior	male adult (60 years)	ENCFF560GYE	unfiltered alignments	1043992368	1	1_1	ENCSR777CCI_1_1	human
ENCSR323XND	W78 lower lobe of right lung ENC4_83	male adult (60 years)	ENCFF250IWT	reads	1051682756	1	1_1	ENCSR323XND_1_1	human
ENCSR323XND	W78 lower lobe of right lung ENC4_83	male adult (60 years)	ENCFF369PVJ	unfiltered alignments	1294935809	1	1_1	ENCSR323XND_1_1	human
ENCSR323XND	W78 lower lobe of right lung ENC4_83	male adult (60 years)	ENCFF767KXS	alignments	441013964	1	1_1	ENCSR323XND_1_1	human
ENCSR803XXZ	ENC4_78 W80 mucosa of descending colon	female adult (61 years)	ENCFF511AVQ	reads	322507572	1	1_1	ENCSR803XXZ_1_1	human
ENCSR803XXZ	ENC4_78 W80 mucosa of descending colon	female adult (61 years)	ENCFF731THW	alignments	114391176	1	1_1	ENCSR803XXZ_1_1	human
ENCSR803XXZ	ENC4_78 W80 mucosa of descending colon	female adult (61 years)	ENCFF932COO	unfiltered alignments	417828868	1	1_1	ENCSR803XXZ_1_1	human
ENCSR786FLO	ENC4_55  W78 left ventricle myocardium inferior	male adult (60 years)	ENCFF793CMQ	reads	975804751	1	1_1	ENCSR786FLO_1_1	human
ENCSR786FLO	ENC4_55  W78 left ventricle myocardium inferior	male adult (60 years)	ENCFF755YKI	unfiltered alignments	1202769916	1	1_1	ENCSR786FLO_1_1	human
ENCSR786FLO	ENC4_55  W78 left ventricle myocardium inferior	male adult (60 years)	ENCFF132YCF	alignments	343901989	1	1_1	ENCSR786FLO_1_1	human
ENCSR425HFS	ENC4_103 W73 aorta	female adult (59 years)	ENCFF902BIU	reads	1168326040	1	1_1	ENCSR425HFS_1_1	human
ENCSR425HFS	ENC4_103 W73 aorta	female adult (59 years)	ENCFF999NQY	unfiltered alignments	1456322069	1	1_1	ENCSR425HFS_1_1	human
ENCSR425HFS	ENC4_103 W73 aorta	female adult (59 years)	ENCFF745HHL	alignments	400929928	1	1_1	ENCSR425HFS_1_1	human
ENCSR782LGT	ENC4_50 W72 heart right ventricle	female adult (46 years)	ENCFF793PGJ	reads	823409465	1	1_1	ENCSR782LGT_1_1	human
ENCSR782LGT	ENC4_50 W72 heart right ventricle	female adult (46 years)	ENCFF660UTF	alignments	307212044	1	1_1	ENCSR782LGT_1_1	human
ENCSR782LGT	ENC4_50 W72 heart right ventricle	female adult (46 years)	ENCFF327SFR	unfiltered alignments	1031400275	1	1_1	ENCSR782LGT_1_1	human
ENCSR997RFW	ENC4_77 W76 mucosa of descending colon	male adult (40 years)	ENCFF387HPO	reads	800980029	1	1_1	ENCSR997RFW_1_1	human
ENCSR997RFW	ENC4_77 W76 mucosa of descending colon	male adult (40 years)	ENCFF863NLH	unfiltered alignments	987785248	1	1_1	ENCSR997RFW_1_1	human
ENCSR997RFW	ENC4_77 W76 mucosa of descending colon	male adult (40 years)	ENCFF171AQO	alignments	309369986	1	1_1	ENCSR997RFW_1_1	human
ENCSR984OAE	ENC4_52 W76 heart right ventricle	male adult (40 years)	ENCFF425VDL	reads	686400256	1	1_1	ENCSR984OAE_1_1	human
ENCSR984OAE	ENC4_52 W76 heart right ventricle	male adult (40 years)	ENCFF018PZX	alignments	255276332	1	1_1	ENCSR984OAE_1_1	human
ENCSR984OAE	ENC4_52 W76 heart right ventricle	male adult (40 years)	ENCFF294CAJ	unfiltered alignments	855512359	1	1_1	ENCSR984OAE_1_1	human
ENCSR426KOP	ENC4_81 W76 left lung	male adult (40 years)	ENCFF196WMM	reads	303926076	1	1_1	ENCSR426KOP_1_1	human
ENCSR426KOP	ENC4_81 W76 left lung	male adult (40 years)	ENCFF818VIC	unfiltered alignments	408173475	1	1_1	ENCSR426KOP_1_1	human
ENCSR426KOP	ENC4_81 W76 left lung	male adult (40 years)	ENCFF757LOZ	alignments	101003857	1	1_1	ENCSR426KOP_1_1	human
ENCSR450GAR	W73 left colon ENC4_87	female adult (59 years)	ENCFF245MBY	reads	730236367	1	1_1	ENCSR450GAR_1_1	human
ENCSR450GAR	W73 left colon ENC4_87	female adult (59 years)	ENCFF970ZPO	unfiltered alignments	902247266	1	1_1	ENCSR450GAR_1_1	human
ENCSR450GAR	W73 left colon ENC4_87	female adult (59 years)	ENCFF886FZQ	alignments	268071008	1	1_1	ENCSR450GAR_1_1	human
ENCSR657HJW	W61 right lobe of liver	female adult (41 years)	ENCFF306ZPP	reads	404890641	1	1_1	ENCSR657HJW_1_1	human
ENCSR657HJW	W61 right lobe of liver	female adult (41 years)	ENCFF425JER	unfiltered alignments	531145462	1	1_1	ENCSR657HJW_1_1	human
ENCSR657HJW	W61 right lobe of liver	female adult (41 years)	ENCFF074WRN	alignments	130639235	1	1_1	ENCSR657HJW_1_1	human
ENCSR424QFN	ENC4_60 W73 left cardiac atrium	female adult (59 years)	ENCFF920VXE	reads	513336683	1	1_1	ENCSR424QFN_1_1	human
ENCSR424QFN	ENC4_60 W73 left cardiac atrium	female adult (59 years)	ENCFF344KQF	alignments	181450999	1	1_1	ENCSR424QFN_1_1	human
ENCSR424QFN	ENC4_60 W73 left cardiac atrium	female adult (59 years)	ENCFF131UMN	unfiltered alignments	628080714	1	1_1	ENCSR424QFN_1_1	human
ENCSR096QUP	ENC4_82 W78 upper lobe of right lung	male adult (60 years)	ENCFF934MBW	reads	1173492279	1	1_1	ENCSR096QUP_1_1	human
ENCSR096QUP	ENC4_82 W78 upper lobe of right lung	male adult (60 years)	ENCFF835YYO	unfiltered alignments	1431917972	1	1_1	ENCSR096QUP_1_1	human
ENCSR096QUP	ENC4_82 W78 upper lobe of right lung	male adult (60 years)	ENCFF449MVA	alignments	461644932	1	1_1	ENCSR096QUP_1_1	human
ENCSR553SVP	ENC4_36 W73 cardiac right atrium	female adult (59 years)	ENCFF899MTI	reads	1728935144	1	1_1	ENCSR553SVP_1_1	human
ENCSR553SVP	ENC4_36 W73 cardiac right atrium	female adult (59 years)	ENCFF819CFZ	unfiltered alignments	2137186017	1	1_1	ENCSR553SVP_1_1	human
ENCSR553SVP	ENC4_36 W73 cardiac right atrium	female adult (59 years)	ENCFF911RNV	alignments	565010348	1	1_1	ENCSR553SVP_1_1	human
ENCSR514YQN	ENC4_59 W72 right cardiac atrium	female adult (46 years)	ENCFF722JJS	reads	531001643	1	1_1	ENCSR514YQN_1_1	human
ENCSR514YQN	ENC4_59 W72 right cardiac atrium	female adult (46 years)	ENCFF613SDS	alignments	198097384	1	1_1	ENCSR514YQN_1_1	human
ENCSR514YQN	ENC4_59 W72 right cardiac atrium	female adult (46 years)	ENCFF592ULG	unfiltered alignments	656771444	1	1_1	ENCSR514YQN_1_1	human
ENCSR575LWI	ENC4_33 W73 heart left ventricle	female adult (59 years)	ENCFF537NCV	reads	1596671766	1	1_1	ENCSR575LWI_1_1	human
ENCSR575LWI	ENC4_33 W73 heart left ventricle	female adult (59 years)	ENCFF044XQA	unfiltered alignments	2015310034	1	1_1	ENCSR575LWI_1_1	human
ENCSR575LWI	ENC4_33 W73 heart left ventricle	female adult (59 years)	ENCFF437SYY	alignments	497176931	1	1_1	ENCSR575LWI_1_1	human
ENCSR477HHG	ENC4_71 W73 ovary	female adult (59 years)	ENCFF756AHG	reads	1189739402	1	1_1	ENCSR477HHG_1_1	human
ENCSR477HHG	ENC4_71 W73 ovary	female adult (59 years)	ENCFF056MAB	unfiltered alignments	1495819605	1	1_1	ENCSR477HHG_1_1	human
ENCSR477HHG	ENC4_71 W73 ovary	female adult (59 years)	ENCFF583MSU	alignments	382410084	1	1_1	ENCSR477HHG_1_1	human
ENCSR899GAP	ENC4_56 W78 right ventricle myocardium superior	male adult (60 years)	ENCFF665LBS	reads	1106765207	1	1_1	ENCSR899GAP_1_1	human
ENCSR899GAP	ENC4_56 W78 right ventricle myocardium superior	male adult (60 years)	ENCFF717ARV	unfiltered alignments	1360997538	1	1_1	ENCSR899GAP_1_1	human
ENCSR899GAP	ENC4_56 W78 right ventricle myocardium superior	male adult (60 years)	ENCFF840OVC	alignments	368526576	1	1_1	ENCSR899GAP_1_1	human
ENCSR138TAS	ENC4_102 W73 posterior vena cava	female adult (59 years)	ENCFF658OZB	reads	699897074	1	1_1	ENCSR138TAS_1_1	human
ENCSR138TAS	ENC4_102 W73 posterior vena cava	female adult (59 years)	ENCFF798BHO	unfiltered alignments	885889229	1	1_1	ENCSR138TAS_1_1	human
ENCSR138TAS	ENC4_102 W73 posterior vena cava	female adult (59 years)	ENCFF472TSL	alignments	230804589	1	1_1	ENCSR138TAS_1_1	human
ENCSR507WZC	ENC4_72 W80 ovary	female adult (61 years)	ENCFF422XLS	reads	951175430	1	1_1	ENCSR507WZC_1_1	human
ENCSR507WZC	ENC4_72 W80 ovary	female adult (61 years)	ENCFF664IVZ	unfiltered alignments	1160821361	1	1_1	ENCSR507WZC_1_1	human
ENCSR507WZC	ENC4_72 W80 ovary	female adult (61 years)	ENCFF984RMR	alignments	359484366	1	1_1	ENCSR507WZC_1_1	human
ENCSR746ITG	ENC4_79 W62 left lung	female child (16 years)	ENCFF733RRO	reads	277077914	1	1_1	ENCSR746ITG_1_1	human
ENCSR746ITG	ENC4_79 W62 left lung	female child (16 years)	ENCFF386BBR	unfiltered alignments	372730409	1	1_1	ENCSR746ITG_1_1	human
ENCSR746ITG	ENC4_79 W62 left lung	female child (16 years)	ENCFF809QBD	alignments	98808906	1	1_1	ENCSR746ITG_1_1	human
ENCSR728TXV	W76 right cardiac atrium ENC4_84	male adult (40 years)	ENCFF905RVF	reads	1070292006	1	1_1	ENCSR728TXV_1_1	human
ENCSR728TXV	W76 right cardiac atrium ENC4_84	male adult (40 years)	ENCFF875QHC	alignments	392235423	1	1_1	ENCSR728TXV_1_1	human
ENCSR728TXV	W76 right cardiac atrium ENC4_84	male adult (40 years)	ENCFF548VFY	unfiltered alignments	1326375948	1	1_1	ENCSR728TXV_1_1	human
ENCSR853YZN	W71 posterior vena cava ENC4_101	female adult (47 years)	ENCFF960KBO	reads	344068378	1	1_1	ENCSR853YZN_1_1	human
ENCSR853YZN	W71 posterior vena cava ENC4_101	female adult (47 years)	ENCFF693YCD	alignments	167597206	1	1_1	ENCSR853YZN_1_1	human
ENCSR853YZN	W71 posterior vena cava ENC4_101	female adult (47 years)	ENCFF710OYJ	unfiltered alignments	425819937	1	1_1	ENCSR853YZN_1_1	human
ENCSR648QZP	ENC4_93 W73 mesenteric fat pad FLASH	female adult (59 years)	ENCFF907SZK	reads	1065533998	1	1_1	ENCSR648QZP_1_1	human
ENCSR648QZP	ENC4_93 W73 mesenteric fat pad FLASH	female adult (59 years)	ENCFF971JDY	alignments	363027829	1	1_1	ENCSR648QZP_1_1	human
ENCSR648QZP	ENC4_93 W73 mesenteric fat pad FLASH	female adult (59 years)	ENCFF025MQM	unfiltered alignments	1328506711	1	1_1	ENCSR648QZP_1_1	human
ENCSR243DYK	W80 psoas muscle ENC4_86	female adult (61 years)	ENCFF750LYC	reads	1029550105	1	1_1	ENCSR243DYK_1_1	human
ENCSR243DYK	W80 psoas muscle ENC4_86	female adult (61 years)	ENCFF698UNA	alignments	366185689	1	1_1	ENCSR243DYK_1_1	human
ENCSR243DYK	W80 psoas muscle ENC4_86	female adult (61 years)	ENCFF993HIM	unfiltered alignments	1296998170	1	1_1	ENCSR243DYK_1_1	human
ENCSR986WKB	ENC4_39 W78 left lobe of lung	male adult (60 years)	ENCFF341BSQ	reads	496759987	1	1_1	ENCSR986WKB_1_1	human
ENCSR986WKB	ENC4_39 W78 left lobe of lung	male adult (60 years)	ENCFF494CUI	unfiltered alignments	606942119	1	1_1	ENCSR986WKB_1_1	human
ENCSR986WKB	ENC4_39 W78 left lobe of lung	male adult (60 years)	ENCFF924HBV	alignments	209019737	1	1_1	ENCSR986WKB_1_1	human
ENCSR700XDQ	ENC4_49 W72 heart left ventricle	female adult (46 years)	ENCFF429JUP	reads	754519472	1	1_1	ENCSR700XDQ_1_1	human
ENCSR700XDQ	ENC4_49 W72 heart left ventricle	female adult (46 years)	ENCFF795TPX	unfiltered alignments	951932697	1	1_1	ENCSR700XDQ_1_1	human
ENCSR700XDQ	ENC4_49 W72 heart left ventricle	female adult (46 years)	ENCFF502LAB	alignments	277375083	1	1_1	ENCSR700XDQ_1_1	human
ENCSR591OZR	ENC4_57 W78 right ventricle myocardium inferior	male adult (60 years)	ENCFF738UZJ	reads	429678973	1	1_1	ENCSR591OZR_1_1	human
ENCSR591OZR	ENC4_57 W78 right ventricle myocardium inferior	male adult (60 years)	ENCFF656BTN	unfiltered alignments	530682882	1	1_1	ENCSR591OZR_1_1	human
ENCSR591OZR	ENC4_57 W78 right ventricle myocardium inferior	male adult (60 years)	ENCFF173JOL	alignments	158287626	1	1_1	ENCSR591OZR_1_1	human
ENCSR587WPR	ENC4_35 W61 ovary	female adult (41 years)	ENCFF187BTK	reads	151504699	1	1_1	ENCSR587WPR_1_1	human
ENCSR587WPR	ENC4_35 W61 ovary	female adult (41 years)	ENCFF644PGG	alignments	58304767	1	1_1	ENCSR587WPR_1_1	human
ENCSR587WPR	ENC4_35 W61 ovary	female adult (41 years)	ENCFF650CQV	unfiltered alignments	206485052	1	1_1	ENCSR587WPR_1_1	human
ENCSR329ZQG	ENC4_51 W73 heart right ventricle	female adult (59 years)	ENCFF615FIC	reads	1141023769	1	1_1	ENCSR329ZQG_1_1	human
ENCSR329ZQG	ENC4_51 W73 heart right ventricle	female adult (59 years)	ENCFF531MPH	unfiltered alignments	1418753026	1	1_1	ENCSR329ZQG_1_1	human
ENCSR329ZQG	ENC4_51 W73 heart right ventricle	female adult (59 years)	ENCFF305AFY	alignments	384555558	1	1_1	ENCSR329ZQG_1_1	human
ENCSR998KIZ	"""ENC4_507, ENC4_508 HMEC rep1 primary human mammary epithelial cells"""	female adult (19 years)	ENCFF237FMP	reads	1281022017	1	1_1	ENCSR998KIZ_1_1	human
ENCSR998KIZ	"""ENC4_507, ENC4_508 HMEC rep1 primary human mammary epithelial cells"""	female adult (19 years)	ENCFF617YVE	reads	1197764951	2	2_1	ENCSR998KIZ_2_1	human
ENCSR998KIZ	"""ENC4_507, ENC4_508 HMEC rep1 primary human mammary epithelial cells"""	female adult (19 years)	ENCFF120RHU	unfiltered alignments	1602423716	1	1_1	ENCSR998KIZ_1_1	human
ENCSR998KIZ	"""ENC4_507, ENC4_508 HMEC rep1 primary human mammary epithelial cells"""	female adult (19 years)	ENCFF960GPB	unfiltered alignments	1505159660	2	2_1	ENCSR998KIZ_2_1	human
ENCSR998KIZ	"""ENC4_507, ENC4_508 HMEC rep1 primary human mammary epithelial cells"""	female adult (19 years)	ENCFF903XBV	alignments	436999399	1	1_1	ENCSR998KIZ_1_1	human
ENCSR998KIZ	"""ENC4_507, ENC4_508 HMEC rep1 primary human mammary epithelial cells"""	female adult (19 years)	ENCFF349CHO	alignments	410703736	2	2_1	ENCSR998KIZ_2_1	human
ENCSR687RWI	"""ENC4_505, ENC4_506 HUVEC rep1 primary human umbilical vein endothelial cell"""	male newborn	ENCFF033LRZ	reads	1279280992	1	1_1	ENCSR687RWI_1_1	human
ENCSR687RWI	"""ENC4_505, ENC4_506 HUVEC rep1 primary human umbilical vein endothelial cell"""	male newborn	ENCFF096UHO	reads	1288310454	2	2_1	ENCSR687RWI_2_1	human
ENCSR687RWI	"""ENC4_505, ENC4_506 HUVEC rep1 primary human umbilical vein endothelial cell"""	male newborn	ENCFF714EJD	unfiltered alignments	1601721231	2	2_1	ENCSR687RWI_2_1	human
ENCSR687RWI	"""ENC4_505, ENC4_506 HUVEC rep1 primary human umbilical vein endothelial cell"""	male newborn	ENCFF600UQU	alignments	442813457	2	2_1	ENCSR687RWI_2_1	human
ENCSR687RWI	"""ENC4_505, ENC4_506 HUVEC rep1 primary human umbilical vein endothelial cell"""	male newborn	ENCFF717UEN	unfiltered alignments	1589766835	1	1_1	ENCSR687RWI_1_1	human
ENCSR687RWI	"""ENC4_505, ENC4_506 HUVEC rep1 primary human umbilical vein endothelial cell"""	male newborn	ENCFF049QIP	alignments	436776276	1	1_1	ENCSR687RWI_1_1	human
ENCSR583KCB	"""ENC4_513, ENC4_514 Calu-3 rep1 human non-small cell lung cancer (epithelial)"""		ENCFF548JGS	reads	1087606270	1	1_1	ENCSR583KCB_1_1	human
ENCSR583KCB	"""ENC4_513, ENC4_514 Calu-3 rep1 human non-small cell lung cancer (epithelial)"""		ENCFF569KOA	reads	819006229	2	2_1	ENCSR583KCB_2_1	human
ENCSR583KCB	"""ENC4_513, ENC4_514 Calu-3 rep1 human non-small cell lung cancer (epithelial)"""		ENCFF933RHX	unfiltered alignments	1034145776	2	2_1	ENCSR583KCB_2_1	human
ENCSR583KCB	"""ENC4_513, ENC4_514 Calu-3 rep1 human non-small cell lung cancer (epithelial)"""		ENCFF563QXX	alignments	298217296	2	2_1	ENCSR583KCB_2_1	human
ENCSR583KCB	"""ENC4_513, ENC4_514 Calu-3 rep1 human non-small cell lung cancer (epithelial)"""		ENCFF129OLY	unfiltered alignments	1325474895	1	1_1	ENCSR583KCB_1_1	human
ENCSR583KCB	"""ENC4_513, ENC4_514 Calu-3 rep1 human non-small cell lung cancer (epithelial)"""		ENCFF395SXY	alignments	381245047	1	1_1	ENCSR583KCB_1_1	human
ENCSR989ZYL	"""ENC4_509 , ENC4_510 A673 rep1 human Ewing sarcoma (bone or soft tissue sarcoma)"""		ENCFF168MIB	reads	787254219	1	1_1	ENCSR989ZYL_1_1	human
ENCSR989ZYL	"""ENC4_509 , ENC4_510 A673 rep1 human Ewing sarcoma (bone or soft tissue sarcoma)"""		ENCFF861BKY	reads	1163750922	2	2_1	ENCSR989ZYL_2_1	human
ENCSR989ZYL	"""ENC4_509 , ENC4_510 A673 rep1 human Ewing sarcoma (bone or soft tissue sarcoma)"""		ENCFF440LXJ	unfiltered alignments	972399901	1	1_1	ENCSR989ZYL_1_1	human
ENCSR989ZYL	"""ENC4_509 , ENC4_510 A673 rep1 human Ewing sarcoma (bone or soft tissue sarcoma)"""		ENCFF240FZT	unfiltered alignments	1426060812	2	2_1	ENCSR989ZYL_2_1	human
ENCSR989ZYL	"""ENC4_509 , ENC4_510 A673 rep1 human Ewing sarcoma (bone or soft tissue sarcoma)"""		ENCFF045ZQI	alignments	283336880	1	1_1	ENCSR989ZYL_1_1	human
ENCSR989ZYL	"""ENC4_509 , ENC4_510 A673 rep1 human Ewing sarcoma (bone or soft tissue sarcoma)"""		ENCFF320GCF	alignments	415202756	2	2_1	ENCSR989ZYL_2_1	human
ENCSR930GRQ	HL-60 derived M2A macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 24 hours, 10 ng/mL interleukin-4 for 24 hours	ENCFF321PMP	reads	562105906	1	1_1	ENCSR930GRQ_1_1	human
ENCSR930GRQ	HL-60 derived M2A macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 24 hours, 10 ng/mL interleukin-4 for 24 hours	ENCFF173QRD	reads	407916249	2	2_1	ENCSR930GRQ_2_1	human
ENCSR930GRQ	HL-60 derived M2A macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 24 hours, 10 ng/mL interleukin-4 for 24 hours	ENCFF773THM	unfiltered alignments	710100217	1	1_1	ENCSR930GRQ_1_1	human
ENCSR930GRQ	HL-60 derived M2A macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 24 hours, 10 ng/mL interleukin-4 for 24 hours	ENCFF081LTT	unfiltered alignments	524560114	2	2_1	ENCSR930GRQ_2_1	human
ENCSR930GRQ	HL-60 derived M2A macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 24 hours, 10 ng/mL interleukin-4 for 24 hours	ENCFF893MWY	alignments	160972916	2	2_1	ENCSR930GRQ_2_1	human
ENCSR930GRQ	HL-60 derived M2A macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 24 hours, 10 ng/mL interleukin-4 for 24 hours	ENCFF832PKO	alignments	208326565	1	1_1	ENCSR930GRQ_1_1	human
ENCSR583KAF	HL-60 derived M1 macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 24 hours, 100 ng/mL lipopolysaccharide for 24 hours	ENCFF260AJN	reads	381347239	1	1_1	ENCSR583KAF_1_1	human
ENCSR583KAF	HL-60 derived M1 macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 24 hours, 100 ng/mL lipopolysaccharide for 24 hours	ENCFF145QNC	reads	440509954	2	2_1	ENCSR583KAF_2_1	human
ENCSR583KAF	HL-60 derived M1 macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 24 hours, 100 ng/mL lipopolysaccharide for 24 hours	ENCFF531AEO	alignments	149385396	1	1_1	ENCSR583KAF_1_1	human
ENCSR583KAF	HL-60 derived M1 macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 24 hours, 100 ng/mL lipopolysaccharide for 24 hours	ENCFF074AZE	alignments	169780952	2	2_1	ENCSR583KAF_2_1	human
ENCSR583KAF	HL-60 derived M1 macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 24 hours, 100 ng/mL lipopolysaccharide for 24 hours	ENCFF116WMS	unfiltered alignments	479806104	1	1_1	ENCSR583KAF_1_1	human
ENCSR583KAF	HL-60 derived M1 macrophages (24hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 24 hours, 100 ng/mL lipopolysaccharide for 24 hours	ENCFF009MPL	unfiltered alignments	556259052	2	2_1	ENCSR583KAF_2_1	human
ENCSR398SKD	HL-60 derived M1 macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 72 hours, 100 ng/mL lipopolysaccharide for 72 hours	ENCFF782UMU	reads	1286556540	1	1_1	ENCSR398SKD_1_1	human
ENCSR398SKD	HL-60 derived M1 macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 72 hours, 100 ng/mL lipopolysaccharide for 72 hours	ENCFF417RYS	reads	2490656848	2	2_1	ENCSR398SKD_2_1	human
ENCSR398SKD	HL-60 derived M1 macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 72 hours, 100 ng/mL lipopolysaccharide for 72 hours	ENCFF551HOX	alignments	504809037	2	2_1	ENCSR398SKD_2_1	human
ENCSR398SKD	HL-60 derived M1 macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 72 hours, 100 ng/mL lipopolysaccharide for 72 hours	ENCFF899UPY	unfiltered alignments	2700329434	2	2_1	ENCSR398SKD_2_1	human
ENCSR398SKD	HL-60 derived M1 macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 72 hours, 100 ng/mL lipopolysaccharide for 72 hours	ENCFF856OAO	alignments	475998840	1	1_1	ENCSR398SKD_1_1	human
ENCSR398SKD	HL-60 derived M1 macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL interferon gamma for 72 hours, 100 ng/mL lipopolysaccharide for 72 hours	ENCFF242KLI	unfiltered alignments	1579186446	1	1_1	ENCSR398SKD_1_1	human
ENCSR580IDG	"""ENC4_511, ENC4_512 Caco-2 rep1 human colorectal adenocarcinoma (epithelial)"""		ENCFF649CYY	reads	879531427	1	1_1	ENCSR580IDG_1_1	human
ENCSR580IDG	"""ENC4_511, ENC4_512 Caco-2 rep1 human colorectal adenocarcinoma (epithelial)"""		ENCFF827OXR	reads	1036114367	2	2_1	ENCSR580IDG_2_1	human
ENCSR580IDG	"""ENC4_511, ENC4_512 Caco-2 rep1 human colorectal adenocarcinoma (epithelial)"""		ENCFF835KGV	alignments	366272280	2	2_1	ENCSR580IDG_2_1	human
ENCSR580IDG	"""ENC4_511, ENC4_512 Caco-2 rep1 human colorectal adenocarcinoma (epithelial)"""		ENCFF821XDE	unfiltered alignments	1085183851	1	1_1	ENCSR580IDG_1_1	human
ENCSR580IDG	"""ENC4_511, ENC4_512 Caco-2 rep1 human colorectal adenocarcinoma (epithelial)"""		ENCFF155MSE	unfiltered alignments	1272493133	2	2_1	ENCSR580IDG_2_1	human
ENCSR580IDG	"""ENC4_511, ENC4_512 Caco-2 rep1 human colorectal adenocarcinoma (epithelial)"""		ENCFF899RYN	alignments	314443655	1	1_1	ENCSR580IDG_1_1	human
