gene_id	gene_id_known	known	n_ss	transcript_novelty	gene_novelty	n_genes	n_genes_no_rt	Name_supp	n_supp_ss	gene_id_known_rt	Name_supp_rt	n_supp_ss_rt	gid	n_supp_total_ss	n_supp_total_ss_rt	perc_supp_ss	perc_supp_ss_rt	perc_supp_annot_ss	perc_supp_annot_ss_rt	Name	fix_needed	perc_supp_diff
ENSG00000258472.8	ENSG00000167524	TRUE	2	NIC	Known	2	1	ENSG00000167524_1	1	ENSG00000258472	ENSG00000258472_3	2	ENSG00000258472	22	14	50	100	4.545454545454546	14.285714285714285	TALONT000526060		-50
ENSG00000266086.2	ENSG00000264112	TRUE	4	ISM	Known	2	1	ENSG00000264112_1	2	ENSG00000266086	ENSG00000266086_1	2	ENSG00000266086	2	10	50	50	100	20	TALONT000873770		0
ENSG00000266086.2	ENSG00000136450	TRUE	10	ISM	Known	2	1	ENSG00000136450_3	8	ENSG00000266086	ENSG00000266086_1	6	ENSG00000266086	8	10	80	60	100	60	TALONT000874281		20
ENSG00000266086.2	ENSG00000136450	TRUE	8	ISM	Known	2	1	ENSG00000136450_3	6	ENSG00000266086	ENSG00000266086_1	6	ENSG00000266086	8	10	75	75	75	60	TALONT000874287		0
ENSG00000266086.2	ENSG00000136450	TRUE	8	NIC	Known	2	1	ENSG00000136450_9	6	ENSG00000266086	ENSG00000266086_1	6	ENSG00000266086	6	10	75	75	100	60	TALONT000874298		0
ENSG00000266086.2	ENSG00000136450	TRUE	2	ISM	Known	2	1	ENSG00000136450_6	2	ENSG00000266086	ENSG00000266086_1	2	ENSG00000266086	8	10	100	100	25	20	TALONT000874304		0
ENSG00000266086.2	ENSG00000136450	TRUE	6	NIC	Known	2	1	ENSG00000136450_9	5	ENSG00000266086	ENSG00000266086_1	5	ENSG00000266086	6	10	83.33333333333334	83.33333333333334	83.33333333333334	50	TALONT000874657		0
ENSG00000215769.8	ENSG00000214176	TRUE	10	ISM	Known	2	1	ENSG00000214176_3	6	ENSG00000215769	ENSG00000215769_2	4	ENSG00000215769	34	8	60	40	17.647058823529413	50	TALONT000926314		20
ENSG00000215769.8		FALSE	10	ISM	Known	2	1			ENSG00000215769	ENSG00000215769_2	4	ENSG00000215769		8		40		50	TALONT000926314		
ENSG00000214719.11		FALSE	4	ISM	Known	2	1			ENSG00000214719	ENSG00000214719_5	3	ENSG00000214719		10		75		30	TALONT000554524		
ENSG00000214719.11	ENSG00000250462	TRUE	4	ISM	Known	2	1	ENSG00000250462_3	3	ENSG00000214719	ENSG00000214719_5	3	ENSG00000214719	4	10	75	75	75	30	TALONT000554524		0
ENSG00000214719.11	ENSG00000250462	TRUE	4	ISM	Known	2	1	ENSG00000250462_1	3	ENSG00000214719	ENSG00000214719_2	4	ENSG00000214719	8	16	75	100	37.5	25	TALONT000554527		-25
ENSG00000261408.7		FALSE	14	ISM	Known	2	1			ENSG00000261408	ENSG00000261408_1	13	ENSG00000261408		20		92.85714285714286		65	TALONT000988203		
ENSG00000261408.7	ENSG00000250506	TRUE	14	ISM	Known	2	1	ENSG00000250506_1	13	ENSG00000261408	ENSG00000261408_1	13	ENSG00000261408	14	20	92.85714285714286	92.85714285714286	92.85714285714286	65	TALONT000988203		0
ENSG00000215472.10	ENSG00000177576	TRUE	2	ISM	Known	2	1	ENSG00000177576_1	2	ENSG00000215472	ENSG00000215472_1	2	ENSG00000215472	4	12	100	100	50	16.666666666666664	TALONT000326914		0
ENSG00000167807.15	ENSG00000267673	TRUE	8	ISM	Known	3	1	ENSG00000267673_1	7	ENSG00000167807	ENSG00000167807_1	6	ENSG00000167807	8	20	87.5	75	87.5	30	TALONT000516336		12.5
ENSG00000167807.15	ENSG00000267673	TRUE	8	ISM	Known	3	1	ENSG00000267673_1	7	ENSG00000167807	ENSG00000167807_1	6	ENSG00000167807	8	20	87.5	75	87.5	30	TALONT000516336		12.5
ENSG00000167807.15	ENSG00000267673	TRUE	4	ISM	Known	2	1	ENSG00000267673_7	4	ENSG00000167807	ENSG00000167807_2	4	ENSG00000167807	6	12	100	100	66.66666666666666	33.33333333333333	TALONT000516339		0
ENSG00000167807.15	ENSG00000267673	TRUE	8	ISM	Known	3	1	ENSG00000267673_1	7	ENSG00000167807	ENSG00000167807_1	8	ENSG00000167807	8	20	87.5	100	87.5	40	TALONT000516344		-12.5
ENSG00000167807.15	ENSG00000267673	TRUE	8	ISM	Known	3	1	ENSG00000267673_1	7	ENSG00000167807	ENSG00000167807_1	8	ENSG00000167807	8	20	87.5	100	87.5	40	TALONT000516344		-12.5
ENSG00000267303.1	ENSG00000161847	TRUE	4	ISM	Known	2	1	ENSG00000161847_5	4	ENSG00000267303	ENSG00000267303_1	4	ENSG00000267303	18	14	100	100	22.22222222222222	28.57142857142857	TALONT000516690		0
ENSG00000285589.1	ENSG00000095059	TRUE	16	ISM	Known	2	1	ENSG00000095059_1	15	ENSG00000285589	ENSG00000285589_1	14	ENSG00000285589	16	26	93.75	87.5	93.75	53.84615384615385	TALONT000560145	yes	6.25
ENSG00000285589.1	ENSG00000095059	TRUE	14	NIC	Known	2	1	ENSG00000095059_1	13	ENSG00000285589	ENSG00000285589_1	12	ENSG00000285589	16	26	92.85714285714286	85.71428571428571	81.25	46.15384615384615	TALONT000560160	lost cause	7.142857142857153
ENSG00000285589.1	ENSG00000095059	TRUE	10	NIC	Known	2	1	ENSG00000095059_21	10	ENSG00000285589	ENSG00000285589_1	10	ENSG00000285589	14	26	100	100	71.42857142857143	38.46153846153847	TALONT000560239		0
ENSG00000285589.1	ENSG00000095059	TRUE	12	NIC	Known	2	1	ENSG00000095059_4	12	ENSG00000285589	ENSG00000285589_1	12	ENSG00000285589	20	26	100	100	60	46.15384615384615	TALONT000560249		0
ENSG00000285589.1	ENSG00000095059	TRUE	16	NIC	Known	2	1	ENSG00000095059_1	15	ENSG00000285589	ENSG00000285589_1	15	ENSG00000285589	16	26	93.75	93.75	93.75	57.692307692307686	TALONT000560544	yes	0
ENSG00000285589.1	ENSG00000095059	TRUE	16	NIC	Known	2	1	ENSG00000095059_1	15	ENSG00000285589	ENSG00000285589_1	14	ENSG00000285589	16	26	93.75	87.5	93.75	53.84615384615385	TALONT000560879	yes	6.25
ENSG00000285589.1	ENSG00000095059	TRUE	14	NIC	Known	2	1	ENSG00000095059_1	14	ENSG00000285589	ENSG00000285589_1	14	ENSG00000285589	16	26	100	100	87.5	53.84615384615385	TALONT000560912	yes	0
ENSG00000267120.3	ENSG00000126246	TRUE	8	ISM	Known	2	1	ENSG00000126246_2	7	ENSG00000267120	ENSG00000267120_1	8	ENSG00000267120	8	20	87.5	100	87.5	40	TALONT000756882		-12.5
ENSG00000267120.3	ENSG00000126246	TRUE	6	NIC	Known	2	1	ENSG00000126246_2	5	ENSG00000267120	ENSG00000267120_1	6	ENSG00000267120	8	20	83.33333333333334	100	62.5	30	TALONT000756915		-16.66666667
ENSG00000267120.3	ENSG00000126246	TRUE	6	NIC	Known	2	1	ENSG00000126246_4	5	ENSG00000267120	ENSG00000267120_1	5	ENSG00000267120	6	20	83.33333333333334	83.33333333333334	83.33333333333334	25	TALONT000756927		0
ENSG00000267120.3	ENSG00000161265	TRUE	12	NIC	Known	2	1	ENSG00000161265_16	10	ENSG00000267120	ENSG00000267120_1	9	ENSG00000267120	14	20	83.33333333333334	75	71.42857142857143	45	TALONT000757499		8.333333333333343
ENSG00000248101.2	ENSG00000239382	TRUE	10	ISM	Known	2	1	ENSG00000239382_4	10	ENSG00000248101	ENSG00000248101_1	9	ENSG00000248101	14	12	100	90	71.42857142857143	75	TALONT000761310		10
ENSG00000267552.6	ENSG00000198182	TRUE	8	ISM	Known	2	1	ENSG00000198182_4	7	ENSG00000267552	ENSG00000267552_1	6	ENSG00000267552	10	12	87.5	75	70	50	TALONT000775053		12.5
ENSG00000283663.1	ENSG00000225950	TRUE	4	ISM	Known	2	1	ENSG00000225950_3	4	ENSG00000283663	ENSG00000283663_1	4	ENSG00000283663	6	12	100	100	66.66666666666666	33.33333333333333	TALONT000960368		0
ENSG00000105501.12	ENSG00000268500	TRUE	16	ISM	Known	2	1	ENSG00000268500_1	15	ENSG00000105501	ENSG00000105501_1	16	ENSG00000105501	16	18	93.75	100	93.75	88.88888888888889	TALONT001003889	no	-6.25
ENSG00000161551.14	ENSG00000198093	TRUE	20	NIC	Known	2	1	ENSG00000198093_1	8	ENSG00000161551	ENSG00000161551_8	11	ENSG00000161551	8	12	40	55.00000000000001	100	91.66666666666666	TALONT001004192		-15
ENSG00000161551.14	ENSG00000198093	TRUE	18	ISM	Known	2	1	ENSG00000198093_1	8	ENSG00000161551	ENSG00000161551_8	9	ENSG00000161551	8	12	44.44444444444444	50	100	75	TALONT001004254		-5.555555556
ENSG00000268163.1	ENSG00000197128	TRUE	4	NIC	Known	2	1	ENSG00000197128_8	3	ENSG00000268163	ENSG00000268163_1	4	ENSG00000268163	10	10	75	100	30	40	TALONT001741404		-25
ENSG00000064489.22	ENSG00000213999	TRUE	10	ISM	Known	2	1	ENSG00000213999_1	10	ENSG00000064489	ENSG00000064489_6	10	ENSG00000064489	16	24	100	100	62.5	41.66666666666667	TALONT002277371		0
ENSG00000064489.22	ENSG00000213999	TRUE	14	NIC	Known	2	1	ENSG00000213999_1	14	ENSG00000064489	ENSG00000064489_6	13	ENSG00000064489	16	24	100	92.85714285714286	87.5	54.166666666666664	TALONT002800029		7.142857142857139
ENSG00000064489.22	ENSG00000213999	TRUE	14	ISM	Known	2	1	ENSG00000213999_1	14	ENSG00000064489	ENSG00000064489_6	13	ENSG00000064489	16	24	100	92.85714285714286	87.5	54.166666666666664	TALONT004125006		7.142857142857139
ENSG00000273471.1	ENSG00000184115	TRUE	2	ISM	Known	3	1	ENSG00000184115_7	1	ENSG00000273471	ENSG00000273471_1	2	ENSG00000273471	10	6	50	100	10	33.33333333333333	TALONT000789753		-50
ENSG00000273471.1	ENSG00000184115	TRUE	2	ISM	Known	3	1	ENSG00000184115_7	1	ENSG00000273471	ENSG00000273471_1	2	ENSG00000273471	10	6	50	100	10	33.33333333333333	TALONT000789753		-50
ENSG00000283684.1	ENSG00000186148	TRUE	2	ISM	Known	3	1	ENSG00000186148_2	1	ENSG00000283684	ENSG00000283684_1	2	ENSG00000283684	14	6	50	100	7.142857142857142	33.33333333333333	TALONT001588187		-50
ENSG00000283684.1	ENSG00000186148	TRUE	2	ISM	Known	3	1	ENSG00000186148_2	1	ENSG00000283684	ENSG00000283684_1	2	ENSG00000283684	14	6	50	100	7.142857142857142	33.33333333333333	TALONT001588187		-50
ENSG00000284879.1	ENSG00000234231	TRUE	24	ISM	Known	2	1	ENSG00000234231_1	21	ENSG00000284879	ENSG00000284879_2	23	ENSG00000284879	28	34	87.5	95.83333333333334	75	67.64705882352942	TALONT002262242	yes	-8.333333333
ENSG00000284879.1	ENSG00000234231	TRUE	24	ISM	Known	2	1	ENSG00000234231_1	22	ENSG00000284879	ENSG00000284879_2	24	ENSG00000284879	28	34	91.66666666666666	100	78.57142857142857	70.58823529411765	TALONT002262246	yes	-8.333333333
ENSG00000256566.1	ENSG00000088876	TRUE	10	ISM	Known	2	1	ENSG00000088876_1	9	ENSG00000256566	ENSG00000256566_1	8	ENSG00000256566	10	12	90	80	90	66.66666666666666	TALONT001061770		10
ENSG00000254806.5	ENSG00000244274	TRUE	2	ISM	Known	2	1	ENSG00000244274_1	2	ENSG00000254806	ENSG00000254806_2	2	ENSG00000254806	6	8	100	100	33.33333333333333	25	TALONT001096012		0
ENSG00000254995.4	ENSG00000215440	TRUE	24	ISM	Known	2	1	ENSG00000215440_1	22	ENSG00000254995	ENSG00000254995_1	23	ENSG00000254995	22	44	91.66666666666666	95.83333333333334	100	52.27272727272727	TALONT001107144	yes	-4.166666667
ENSG00000254995.4	ENSG00000215440	TRUE	22	ISM	Known	2	1	ENSG00000215440_1	20	ENSG00000254995	ENSG00000254995_1	22	ENSG00000254995	22	44	90.90909091	100	90.90909091	50	TALONT001107245	yes	-9.090909091
ENSG00000026036.22	ENSG00000243509	TRUE	2	ISM	Known	2	1	ENSG00000243509_1	2	ENSG00000026036	ENSG00000026036_3	2	ENSG00000026036	4	30	100	100	50	6.666666666666667	TALONT001116478		0
ENSG00000273154.3	ENSG00000197114	TRUE	12	NIC	Known	2	1	ENSG00000197114_3	11	ENSG00000273154	ENSG00000273154_2	9	ENSG00000273154	12	20	91.66666666666666	75	91.66666666666666	45	TALONT001116827		16.666666666666657
ENSG00000273154.3	ENSG00000197114	TRUE	20	NIC	Known	4	1	ENSG00000197114_3	12	ENSG00000273154	ENSG00000273154_2	18	ENSG00000273154	12	20	60	90	100	90	TALONT001116868		-30
ENSG00000273154.3	ENSG00000197114	TRUE	20	NIC	Known	4	1	ENSG00000197114_3	12	ENSG00000273154	ENSG00000273154_2	18	ENSG00000273154	12	20	60	90	100	90	TALONT001116868		-30
ENSG00000273154.3	ENSG00000197114	TRUE	20	NIC	Known	4	1	ENSG00000197114_3	12	ENSG00000273154	ENSG00000273154_2	18	ENSG00000273154	12	20	60	90	100	90	TALONT001116868		-30
ENSG00000273154.3	ENSG00000197114	TRUE	10	ISM	Known	2	1	ENSG00000197114_5	10	ENSG00000273154	ENSG00000273154_2	10	ENSG00000273154	12	20	100	100	83.33333333333334	50	TALONT001116925		0
ENSG00000285762.1	ENSG00000099977	TRUE	6	NIC	Known	2	1	ENSG00000099977_2	5	ENSG00000285762	ENSG00000285762_1	6	ENSG00000285762	6	8	83.33333333333334	100	83.33333333333334	75	TALONT000385143		-16.66666667
ENSG00000254413.8	ENSG00000100288	TRUE	14	ISM	Known	2	1	ENSG00000100288_1	13	ENSG00000254413	ENSG00000254413_3	13	ENSG00000254413	20	52	92.85714285714286	92.85714285714286	65	25	TALONT000643249		0
ENSG00000254413.8	ENSG00000100288	TRUE	16	ISM	Known	2	1	ENSG00000100288_1	16	ENSG00000254413	ENSG00000254413_3	14	ENSG00000254413	20	52	100	87.5	80	26.923076923076923	TALONT000643252	yes	12.5
ENSG00000254413.8	ENSG00000100288	TRUE	16	ISM	Known	2	1	ENSG00000100288_6	15	ENSG00000254413	ENSG00000254413_3	13	ENSG00000254413	16	52	93.75	81.25	93.75	25	TALONT000643268	yes	12.5
ENSG00000254413.8	ENSG00000100288	TRUE	18	ISM	Known	2	1	ENSG00000100288_1	18	ENSG00000254413	ENSG00000254413_3	14	ENSG00000254413	20	52	100	77.77777777777779	90	26.923076923076923	TALONT000643313	yes	22.222222222222214
ENSG00000254413.8	ENSG00000100288	TRUE	16	ISM	Known	2	1	ENSG00000100288_1	16	ENSG00000254413	ENSG00000254413_3	12	ENSG00000254413	20	52	100	75	80	23.076923076923077	TALONT000643341	yes	25
ENSG00000254413.8	ENSG00000100288	TRUE	18	ISM	Known	2	1	ENSG00000100288_1	17	ENSG00000254413	ENSG00000254413_3	13	ENSG00000254413	20	52	94.44444444444444	72.22222222222221	85	25	TALONT000643354	yes	22.22222222222223
ENSG00000254413.8	ENSG00000100288	TRUE	10	ISM	Known	2	1	ENSG00000100288_1	10	ENSG00000254413	ENSG00000254413_3	10	ENSG00000254413	20	52	100	100	50	19.230769230769234	TALONT000643472		0
ENSG00000254413.8	ENSG00000100288	TRUE	8	NIC	Known	2	1	ENSG00000100288_11	8	ENSG00000254413	ENSG00000254413_3	8	ENSG00000254413	18	52	100	100	44.44444444444444	15.384615384615385	TALONT000643557		0
ENSG00000254413.8	ENSG00000205560	TRUE	38	ISM	Known	2	1	ENSG00000205560_4	36	ENSG00000254413	ENSG00000254413_3	35	ENSG00000254413	38	52	94.73684210526315	92.10526315789474	94.73684210526315	67.30769231	TALONT001372970	no	2.6315789473684106
ENSG00000254413.8		FALSE	38	ISM	Known	2	1			ENSG00000254413	ENSG00000254413_3	35	ENSG00000254413		52		92.10526315789474		67.30769231	TALONT001372970	no	
ENSG00000273032.2	ENSG00000237517	TRUE	6	ISM	Known	2	1	ENSG00000237517_2	5	ENSG00000273032	ENSG00000273032_2	6	ENSG00000273032	8	10	83.33333333333334	100	62.5	60	TALONT000341061		-16.66666667
ENSG00000273032.2	ENSG00000237517	TRUE	8	NIC	Known	2	1	ENSG00000237517_2	4	ENSG00000273032	ENSG00000273032_2	8	ENSG00000273032	8	10	50	100	50	80	TALONT000341096		-50
ENSG00000284874.1	ENSG00000184702	TRUE	16	NIC	Known	2	1	ENSG00000184702_4	16	ENSG00000284874	ENSG00000284874_1	16	ENSG00000284874	20	22	100	100	80	72.72727272727273	TALONT000347527	no	0
ENSG00000284874.1	ENSG00000184702	TRUE	14	ISM	Known	2	1	ENSG00000184702_3	14	ENSG00000284874	ENSG00000284874_1	14	ENSG00000284874	20	22	100	100	70	63.63636363636363	TALONT000347957	no	0
ENSG00000254709.7	ENSG00000211662	TRUE	6	NIC	Known	2	1	ENSG00000211662_1	2	ENSG00000254709	ENSG00000254709_1	2	ENSG00000254709	4	4	33.33333333333333	33.33333333333333	50	50	TALONT000369757		0
ENSG00000254709.7		FALSE	6	NIC	Known	2	1			ENSG00000254709	ENSG00000254709_1	2	ENSG00000254709		4		33.33333333333333		50	TALONT000369757		
ENSG00000215481.9	ENSG00000284128	TRUE	12	NIC	Known	2	1	ENSG00000284128_1	9	ENSG00000215481	ENSG00000215481_1	9	ENSG00000215481	12	10	75	75	75	90	TALONT000392415		0
ENSG00000215481.9	ENSG00000284128	TRUE	10	NIC	Known	2	1	ENSG00000284128_1	7	ENSG00000215481	ENSG00000215481_1	8	ENSG00000215481	12	10	70	80	58.333333333333336	80	TALONT000392434		-10
ENSG00000215481.9	ENSG00000284128	TRUE	12	NIC	Known	2	1	ENSG00000284128_1	8	ENSG00000215481	ENSG00000215481_1	9	ENSG00000215481	12	10	66.66666666666666	75	66.66666666666666	90	TALONT000392510		-8.333333333
ENSG00000215481.9		FALSE	12	NIC	Known	2	1			ENSG00000215481	ENSG00000215481_1	9	ENSG00000215481		10		75		90	TALONT000392510		
ENSG00000284431.1	ENSG00000239900	TRUE	22	ISM	Known	2	1	ENSG00000239900_2	22	ENSG00000284431	ENSG00000284431_1	18	ENSG00000284431	26	60	100	81.81818181818183	84.61538461538461	30	TALONT000553908	yes	18.181818181818173
ENSG00000273032.2	ENSG00000237517	TRUE	4	NIC	Known	2	1	ENSG00000237517_3	1	ENSG00000273032	ENSG00000273032_2	4	ENSG00000273032	6	10	25	100	16.666666666666664	40	TALONT001178568		-75
ENSG00000283189.2	ENSG00000145029	TRUE	4	ISM	Known	2	1	ENSG00000145029_1	2	ENSG00000283189	ENSG00000283189_1	2	ENSG00000283189	10	20	50	50	20	10	TALONT000560027		0
ENSG00000283189.2		FALSE	4	ISM	Known	2	1			ENSG00000283189	ENSG00000283189_1	2	ENSG00000283189		20		50		10	TALONT000560027		
ENSG00000248710.1	ENSG00000213186	TRUE	2	ISM	Known	2	1	ENSG00000213186_1	2	ENSG00000248710	ENSG00000248710_1	2	ENSG00000248710	4	36	100	100	50	5.555555555555555	TALONT000904832		0
ENSG00000283154.2		FALSE	14	NIC	Known	2	1			ENSG00000283154	ENSG00000283154_4	13	ENSG00000283154		14		92.85714285714286		92.85714285714286	TALONT000902091		
ENSG00000283154.2	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENSG00000151967_1	11	ENSG00000283154	ENSG00000283154_4	13	ENSG00000283154	12	14	78.57142857142857	92.85714285714286	91.66666666666666	92.85714285714286	TALONT000902091		-14.28571429
ENSG00000283154.2	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENSG00000151967_2	11	ENSG00000283154	ENSG00000283154_4	13	ENSG00000283154	12	14	78.57142857142857	92.85714285714286	91.66666666666666	92.85714285714286	TALONT000902203		-14.28571429
ENSG00000283154.2	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENSG00000151967_1	11	ENSG00000283154	ENSG00000283154_4	13	ENSG00000283154	12	14	78.57142857142857	92.85714285714286	91.66666666666666	92.85714285714286	TALONT000902227		-14.28571429
ENSG00000283154.2	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENSG00000151967_1	11	ENSG00000283154	ENSG00000283154_3	13	ENSG00000283154	12	14	78.57142857142857	92.85714285714286	91.66666666666666	92.85714285714286	TALONT000902232		-14.28571429
ENSG00000283154.2	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENSG00000151967_2	11	ENSG00000283154	ENSG00000283154_1	13	ENSG00000283154	12	20	78.57142857142857	92.85714285714286	91.66666666666666	65	TALONT000902302		-14.28571429
ENSG00000283154.2	ENSG00000151967	TRUE	12	ISM	Known	2	1	ENSG00000151967_2	11	ENSG00000283154	ENSG00000283154_1	12	ENSG00000283154	12	20	91.66666666666666	100	91.66666666666666	60	TALONT000902318		-8.333333333
ENSG00000283154.2	ENSG00000151967	TRUE	12	ISM	Known	2	1	ENSG00000151967_2	11	ENSG00000283154	ENSG00000283154_3	12	ENSG00000283154	12	14	91.66666666666666	100	91.66666666666666	85.71428571428571	TALONT000902321		-8.333333333
ENSG00000242086.8	ENSG00000215837	TRUE	8	ISM	Known	2	1	ENSG00000215837_1	8	ENSG00000242086	ENSG00000242086_28	8	ENSG00000242086	28	26	100	100	28.57142857142857	30.76923076923077	TALONT000989199		0
ENSG00000242086.8	ENSG00000215837	TRUE	28	NIC	Known	2	1	ENSG00000215837_1	27	ENSG00000242086	ENSG00000242086_28	26	ENSG00000242086	28	26	96.42857142857143	92.85714285714286	96.42857142857143	100	TALONT000989251	lost cause	3.5714285714285694
ENSG00000242086.8	ENSG00000215837	TRUE	26	NIC	Known	2	1	ENSG00000215837_1	26	ENSG00000242086	ENSG00000242086_28	25	ENSG00000242086	28	26	100	96.15384615384616	92.85714285714286	96.15384615384616	TALONT000989737	lost cause	3.8461538461538396
ENSG00000251201.8		FALSE	6	ISM	Known	2	1			ENSG00000251201	ENSG00000251201_1	4	ENSG00000251201		6		66.66666666666666		66.66666666666666	TALONT000513944		
ENSG00000251201.8	ENSG00000134970	TRUE	6	ISM	Known	2	1	ENSG00000134970_1	4	ENSG00000251201	ENSG00000251201_1	4	ENSG00000251201	4	6	66.66666666666666	66.66666666666666	100	66.66666666666666	TALONT000513944		0
ENSG00000275740.1	ENSG00000091009	TRUE	6	ISM	Known	2	1	ENSG00000091009_1	6	ENSG00000275740	ENSG00000275740_1	6	ENSG00000275740	40	38	100	100	15	15.789473684210526	TALONT000691564		0
ENSG00000214922.9	ENSG00000273340	TRUE	4	ISM	Known	2	1	ENSG00000273340_1	4	ENSG00000214922	ENSG00000214922_1	3	ENSG00000214922	10	10	100	75	40	30	TALONT000920002		25
ENSG00000271793.1	ENSG00000135316	TRUE	2	ISM	Known	2	1	ENSG00000135316_2	1	ENSG00000271793	ENSG00000271793_1	2	ENSG00000271793	20	14	50	100	5	14.285714285714285	TALONT001048604		-50
ENSG00000112096.17	ENSG00000285441	TRUE	10	NNC	Known	2	1	ENSG00000285441_1	8	ENSG00000112096	ENSG00000112096_2	9	ENSG00000112096	14	10	80	90	57.14285714285714	90	TALONT001118671		-10
ENSG00000112096.17	ENSG00000285441	TRUE	4	ISM	Known	2	1	ENSG00000285441_1	4	ENSG00000112096	ENSG00000112096_5	4	ENSG00000112096	14	8	100	100	28.57142857142857	50	TALONT001118729		0
ENSG00000112096.17	ENSG00000285441	TRUE	2	ISM	Known	2	1	ENSG00000285441_1	2	ENSG00000112096	ENSG00000112096_9	2	ENSG00000112096	14	4	100	100	14.285714285714285	50	TALONT001118733		0
ENSG00000112096.17	ENSG00000285441	TRUE	6	ISM	Known	2	1	ENSG00000285441_1	6	ENSG00000112096	ENSG00000112096_1	6	ENSG00000112096	14	8	100	100	42.857142857142854	75	TALONT001118744		0
ENSG00000112096.17	ENSG00000285441	TRUE	8	NIC	Known	2	1	ENSG00000285441_1	7	ENSG00000112096	ENSG00000112096_2	7	ENSG00000112096	14	10	87.5	87.5	50	70	TALONT001118783		0
ENSG00000112096.17	ENSG00000285441	TRUE	2	ISM	Known	2	1	ENSG00000285441_1	2	ENSG00000112096	ENSG00000112096_2	2	ENSG00000112096	14	10	100	100	14.285714285714285	20	TALONT001118811		0
ENSG00000112096.17	ENSG00000285441	TRUE	8	NIC	Known	2	1	ENSG00000285441_1	6	ENSG00000112096	ENSG00000112096_1	7	ENSG00000112096	14	8	75	87.5	42.857142857142854	87.5	TALONT001118835		-12.5
ENSG00000112096.17		FALSE	8	NIC	Known	2	1			ENSG00000112096	ENSG00000112096_1	7	ENSG00000112096		8		87.5		87.5	TALONT001118835		
ENSG00000112096.17	ENSG00000285441	TRUE	8	NNC	Known	2	1	ENSG00000285441_1	6	ENSG00000112096	ENSG00000112096_2	7	ENSG00000112096	14	10	75	87.5	42.857142857142854	70	TALONT001118871		-12.5
ENSG00000112096.17	ENSG00000285441	TRUE	6	ISM	Known	2	1	ENSG00000285441_1	5	ENSG00000112096	ENSG00000112096_1	6	ENSG00000112096	14	8	83.33333333333334	100	35.714285714285715	75	TALONT001119318		-16.66666667
ENSG00000258388.7	ENSG00000241404	TRUE	12	ISM	Known	2	1	ENSG00000241404_2	12	ENSG00000258388	ENSG00000258388_2	12	ENSG00000258388	16	30	100	100	75	40	TALONT000950767		0
ENSG00000124593.16	ENSG00000214736	TRUE	4	ISM	Known	2	1	ENSG00000214736_2	3	ENSG00000124593	ENSG00000124593_3	3	ENSG00000124593	4	16	75	75	75	18.75	TALONT000981293		0
ENSG00000124593.16		FALSE	4	ISM	Known	2	1			ENSG00000124593	ENSG00000124593_3	3	ENSG00000124593		16		75		18.75	TALONT000981293		
ENSG00000284707.1	ENSG00000243554	TRUE	6	NIC	Known	2	1	ENSG00000243554_1	1	ENSG00000284707	ENSG00000284707_1	5	ENSG00000284707	10	34	16.666666666666664	83.33333333333334	10	14.705882352941178	TALONT000654354		-66.66666667
ENSG00000284707.1	ENSG00000243554	TRUE	8	NIC	Known	2	1	ENSG00000243554_1	1	ENSG00000284707	ENSG00000284707_1	7	ENSG00000284707	10	34	12.5	87.5	10	20.588235294117645	TALONT000654365		-75
ENSG00000285725.1	ENSG00000243554	TRUE	6	NIC	Known	3	1	ENSG00000243554_1	4	ENSG00000285725	ENSG00000285725_1	2	ENSG00000285725	10	4	66.66666666666666	33.33333333333333	40	50	TALONT000654487		33.33333333333333
ENSG00000285725.1	ENSG00000243554	TRUE	6	NIC	Known	3	1	ENSG00000243554_1	4	ENSG00000285725	ENSG00000285725_1	2	ENSG00000285725	10	4	66.66666666666666	33.33333333333333	40	50	TALONT000654487		33.33333333333333
ENSG00000285725.1	ENSG00000243554	TRUE	4	NIC	Known	3	1	ENSG00000243554_1	3	ENSG00000285725	ENSG00000285725_1	1	ENSG00000285725	10	4	75	25	30	25	TALONT000654527		50
ENSG00000285725.1	ENSG00000243554	TRUE	4	NIC	Known	3	1	ENSG00000243554_1	3	ENSG00000285725	ENSG00000285725_1	1	ENSG00000285725	10	4	75	25	30	25	TALONT000654527		50
ENSG00000267645.5	ENSG00000267368	TRUE	10	ISM	Known	3	1	ENSG00000267368_1	9	ENSG00000267645	ENSG00000267645_1	10	ENSG00000267645	10	16	90	100	90	62.5	TALONT000716419		-10
ENSG00000267645.5	ENSG00000267368	TRUE	10	ISM	Known	3	1	ENSG00000267368_1	9	ENSG00000267645	ENSG00000267645_1	10	ENSG00000267645	10	16	90	100	90	62.5	TALONT000716419		-10
ENSG00000267645.5	ENSG00000267368	TRUE	8	NIC	Known	3	1	ENSG00000267368_1	8	ENSG00000205236	ENSG00000205236_1	7	ENSG00000267645	10	50	100	87.5	80	14.000000000000002	TALONT002235976		12.5
ENSG00000267645.5	ENSG00000267368	TRUE	8	NIC	Known	3	1	ENSG00000267368_1	8	ENSG00000205236	ENSG00000205236_1	7	ENSG00000267645	10	50	100	87.5	80	14.000000000000002	TALONT002235976		12.5
